,item_id,item_id
4467682571022684221,1.0,
4468032781174862227,2.0,
4468125599963019464,4.0,1.0
4468216016640632799,1.0,
4468957043685697300,17.0,1.0
4470414063977247906,1.0,
4470492258701902152,3.0,
4470986355854985209,77.0,
4471206340200007685,1.0,
4472530363275612723,17.0,1.0
4472662422902320797,7.0,3.0
4472708940367033965,18.0,2.0
4473913328123165129,25.0,
4474581862238259949,3.0,
4475972173757800322,1.0,
4476145006309029270,43.0,
4476449755946581488,40.0,
4476559837251531590,2.0,
4478779133152804005,3.0,
4478983765363160910,6.0,
4480566698056943774,3.0,
4480787349811808261,2.0,
4481774224259473065,373.0,8.0
4482209957918564714,44.0,4.0
4483513157177949717,7.0,
4484229827413690126,12.0,
4485504563246512265,8.0,
4485640864057850285,18.0,
4487422684895631705,17.0,
4488605790278024011,9.0,
4489938429183411390,1.0,
4490545556952712240,62.0,
4491644708107067088,11.0,1.0
4493482737418266322,3.0,
4493911766488310836,9.0,
4494151521700764642,102.0,4.0
4494345497438645281,1.0,
4494898999352833912,73.0,1.0
4495793904428605890,1.0,
4496678950997788682,20.0,1.0
4498378439973594828,123.0,5.0
4502092694421421123,286.0,12.0
4502178823229522832,16.0,
4502921115210081431,5.0,1.0
4503302012740077880,6.0,1.0
4503494495782202863,320.0,17.0
4503597423480707762,1.0,
4504139236389170379,10.0,
4504145003517295108,1.0,
4504279251846896981,26.0,
4504541198560571899,2.0,
4505240948475630081,25.0,2.0
4509252363141496494,6.0,
4509739287115954208,4.0,
4511091409695325340,6.0,
4511495925554054961,2.0,
4512944297550468134,10.0,
4513353958606758183,37.0,1.0
4514318097677252805,11.0,1.0
4515067779137817012,180.0,9.0
4517798700159121403,3.0,
4518129378065491554,79.0,6.0
4518802988965405365,1.0,
4519039009915553769,896.0,19.0
4520959083133025185,1.0,
4521587740712221029,43.0,1.0
4522226560918429050,7.0,
4522861178803053029,4.0,
4523420866225367241,324.0,15.0
4524354320672998993,6.0,
4525028435507460543,10.0,
4525413445065085836,2.0,
4525758563103186400,57.0,
4526325845109491181,2.0,
4526876701033314626,2.0,
4527537428282906820,1.0,
4528384722268045555,2.0,
4531161603457370192,2.0,
4531635341319332648,12.0,
4532807211710145870,5.0,
4532874050375207816,2.0,
4533299889509065002,249.0,13.0
4533728234721817953,22.0,1.0
4534437280378230326,37.0,
4535174766047839302,5.0,
4535574409632689943,5.0,
4537676750120731419,10.0,
4538137280597445829,3.0,
4538199697805165198,9.0,
4539006704448490477,4.0,
4539155018299045175,22.0,1.0
4539815611939040092,3.0,
4540858307161780872,14.0,2.0
4543629852196507550,288.0,14.0
4543829768557434628,5.0,
4547311137230632620,4.0,
4547334581490730459,56.0,1.0
4550087721297403953,1.0,
4550267402293709764,19.0,1.0
4551323845563567432,33.0,3.0
4552118078386991847,42.0,
4552236983913604977,15.0,
4553156728248669851,4.0,
4555318812237224371,31.0,3.0
4555483843015971710,,2.0
4555582076270378142,1.0,
4556048274412043218,35.0,2.0
4557105330462824261,2.0,
4559880475834197845,3.0,
4563304329709252160,22.0,1.0
4568522568283216840,1.0,
4570216489951946383,121.0,8.0
4570860659917558997,2.0,
4571611127186544881,4.0,
4576051628981002177,217.0,12.0
4577926783362202511,8.0,
4579513217123938452,31.0,1.0
4581195163496881322,2.0,
4581483834476078069,65.0,1.0
4582568598614179844,66.0,3.0
4582841748439587784,54.0,1.0
4584159048796965741,1.0,
4584227919118047158,3.0,
4584391508280144648,3.0,
4584955003942013655,1.0,
4585077347778177577,3.0,
4585656807134386120,24.0,
4586312715477870286,51.0,
4586352681887533103,45.0,
4586705450053006805,4.0,
4586951131462737372,26.0,1.0
4587186595890833402,111.0,9.0
4588232968358511613,1.0,
4588912755541560627,84.0,1.0
4590170774274244608,3.0,1.0
4590575653919060265,2.0,
4590645718824613971,2.0,
4592634331744883337,1.0,
4593948588911091575,466.0,19.0
4594681496561248975,8.0,
4596211878136725009,6.0,
4596631885203002208,136.0,
4597576478010103741,8.0,1.0
4598512625589453013,7.0,
4599607001113244816,2.0,
4600441767852218286,18.0,1.0
4600646086101577506,5.0,
4601555036700124986,1.0,
4602124994738214994,21.0,1.0
4606622289085747582,1.0,1.0
4606865509267199492,18.0,
4608022980907859643,1.0,
4608206747178400482,5.0,
4608278775624321191,3.0,
4610924083325085460,10.0,
4611128370556789091,14.0,
4612236884975741646,1090.0,26.0
4613785348288715981,26.0,
4614213877459987317,216.0,4.0
4615347743579108876,9.0,
4616010217869032246,1.0,
4619930589525149506,1.0,
4621636395102476295,10.0,
4625133717228420942,21.0,
4625155378093736803,36.0,
4626368345168451224,4.0,
4627333961840448559,94.0,
4628629030303357696,18.0,
4629522720019746960,7.0,
4629751163192948558,1.0,
4630022893355291393,1.0,1.0
4630757665107436626,16.0,
4631251368957000816,1.0,
4631480023893355570,16.0,
4634712690893939329,7.0,2.0
4635932091677145821,,1.0
4636270269645559505,61.0,2.0
4637175850128156344,40.0,7.0
4639137614119914628,3.0,
4639547797779780676,190.0,6.0
4640032494573311660,2.0,
4640224585999221979,1.0,
4640546946254168031,142.0,16.0
4640855226239379451,4.0,1.0
4640948781049149867,5.0,1.0
4642119091842994295,10.0,1.0
4642139016310638806,2.0,
4642194144241055984,3.0,
4642202472711402318,13.0,
4642547215609726723,4.0,
4643890210607310740,8.0,
4645152010277201805,2.0,
4646068339815918662,59.0,
4647426451179673555,1.0,
4647977606089621908,1.0,
4648359502851098063,173.0,4.0
4648826478565426380,4.0,
4650733648639170980,2.0,
4651650920073626397,4.0,
4655203396570114112,22.0,
4661220704934483946,1.0,
4661480581396657717,1.0,
4662165562522135891,5.0,
4663362131030323741,157.0,
4663841355362971356,3.0,
4665604334011491361,22.0,2.0
4666489276623138617,1.0,
4666732198761554810,200.0,6.0
4667470216626204638,2.0,
4667607747049310138,1.0,
4668472036110485689,,1.0
4668742504134747412,12.0,3.0
4669764226302207671,35.0,3.0
4669894951910515370,19.0,
4670916393618500163,6.0,
4671724467483924401,142.0,4.0
4673521474946077900,25.0,
4673865668041009111,35.0,1.0
4675239617088047224,26.0,1.0
4675691283681793765,5.0,
4675719483586347952,1.0,
4677906550397666034,11.0,
4679273829825311781,79.0,5.0
4679988249906618864,49.0,3.0
4680093875050019248,36.0,2.0
4681410649713183527,48.0,2.0
4681482772093043806,137.0,16.0
4682452763275025567,11.0,1.0
4682680992094730007,2.0,
4684590391410758844,3.0,1.0
4684771457136007658,20.0,
4684989551642457113,277.0,
4685543250298086856,607.0,26.0
4687172289206145508,2.0,
4687614494361118466,26.0,
4688151168444342117,20.0,1.0
4688155698180071814,15.0,
4689448184290150751,2.0,
4689502447469381927,3.0,
4691137588063105139,484.0,13.0
4695625419149805936,2.0,
4695838227040346259,59.0,5.0
4697358231640976683,35.0,
4698297516563974344,6.0,
4699596580691773212,4.0,1.0
4700051598495499504,3.0,
4700125403309888070,2.0,
4700823347854276242,403.0,27.0
4701970868933167478,25.0,1.0
4702425677784657680,3.0,
4703285171493358092,1.0,
4707949835047704580,11.0,
4708897091294419747,2.0,
4712051894761065812,5.0,
4712777870517666558,3.0,
4714975328171826791,14.0,
4715307650629436163,7.0,
4715528676869235420,10.0,
4715544430540561516,10.0,
4715566669160098526,3.0,
4716739653359689033,1.0,
4718558873543493183,21.0,
4718716265383387211,6.0,
4719301746207946295,102.0,10.0
4719854051490318987,1.0,
4720521806193253919,1.0,
4721006648480783325,302.0,12.0
4721595628611186264,1.0,
4724296589034442343,5.0,
4724616551804395313,1.0,
4725482614730576842,2.0,
4729116567550333964,20.0,
4730838586519723824,10.0,1.0
4730959769082668666,282.0,19.0
4733570886628016529,123.0,3.0
4734170105450616090,2.0,
4734324477657880896,2.0,
4734559288008046425,134.0,2.0
4734724898688746842,64.0,
4737502840307120966,2.0,
4737704527303964684,16.0,3.0
4740282329919291566,35.0,
4740524592754437002,12.0,1.0
4741092315769242106,2.0,
4741426776752171838,4.0,
4742223324580470132,4.0,
4745794984269092084,10.0,
4746306177133755905,117.0,4.0
4747025032744767558,30.0,1.0
4748454100430740035,24.0,5.0
4750531716247547207,8.0,
4752803030953632199,1.0,
4754497470392113242,11.0,
4755186736278258797,122.0,8.0
4756129715654357166,8.0,
4756322922167630618,2.0,
4756607186306187249,14.0,
4758787654378289689,13.0,
4759980113716948708,21.0,2.0
4761268526889928046,52.0,3.0
4761369236819688830,24.0,
4762335876263399612,222.0,6.0
4763854731629274433,5.0,
4764401959267719499,193.0,2.0
4764926902978238193,19.0,
4765570752212694871,3.0,
4767153345929911213,12.0,2.0
4767167479554095086,9.0,
4769080019017833421,1.0,
4770463252418948885,,1.0
4771105827030391691,2.0,
4771689281597768355,1.0,
4773483200406626675,397.0,24.0
4773644282072804642,5.0,1.0
4774641065075000758,46.0,1.0
4777421062358975279,,1.0
4777625106141987628,4.0,1.0
4777676524181646749,21.0,1.0
4777955874931828203,117.0,3.0
4779011999962417960,62.0,3.0
4779533640523694871,2.0,
4779650354988345427,1.0,
4780279358857477699,4.0,
4780501331731497927,115.0,8.0
4782024846631407387,10.0,
4782044472872208025,229.0,10.0
4782119134922930416,1.0,
4782588626514377100,11.0,
4783802524595875866,9.0,
4785122952899035398,4.0,
4785841958901705619,152.0,10.0
4785867867309229140,55.0,3.0
4787664966139555106,18.0,2.0
4792274089353493801,82.0,1.0
4793063442880395639,13.0,
4793086260685193460,8.0,
4793332217634869857,20.0,
4793708157282929063,199.0,10.0
4793724109605421904,12.0,
4794062600259585883,45.0,5.0
4795403182836388651,1.0,
4798488966716012132,12.0,
4798761730984191306,1.0,4.0
4800038349241094841,1.0,
4800407360603003167,4.0,1.0
4801433496355147399,1.0,
4802461954209637636,2.0,
4803349822267979329,1.0,
4803380076182490004,2.0,
4803391246386035958,1.0,
4804611268920743648,4.0,
4805330500027064288,1.0,
4805707442379174996,2.0,
4806841967460582844,18.0,4.0
4811313162375831844,23.0,
4811750841017596618,3.0,
4811932623569159979,31.0,3.0
4814447924899718392,20.0,1.0
4815448531963468374,21.0,1.0
4816342358535525024,6.0,1.0
4816785661451644541,1.0,
4817583173619024436,1919.0,98.0
4818407806583134236,8.0,
4819426775056632017,3.0,1.0
4820673024097651455,2.0,
4820948670261249965,1.0,
4821059863009457066,1.0,
4821967064419438670,18.0,
4822825639300833259,1.0,
4823119920926018283,143.0,5.0
4823155847343296058,1.0,
4825002222884317223,3.0,
4825203222395371881,,1.0
4825286048238846492,1.0,
4826560456799916280,4.0,
4828905184115649444,104.0,4.0
4828908368093371999,14.0,
4829076437399663025,10.0,3.0
4829783980320085769,13.0,3.0
4830267024454980510,4.0,
4832569778269911221,1.0,
4833260874965680504,12.0,1.0
4833991392409596560,36.0,3.0
4836205377664917226,59.0,3.0
4836268473794084193,31.0,1.0
4836318976947846634,1.0,
4836788811776688457,3.0,1.0
4837366562649118093,11.0,1.0
4838512525986111787,2.0,
4838837581646331440,1.0,
4839614005618403037,45.0,4.0
4839643323117955015,,1.0
4840247177484311797,27.0,4.0
4842344429808630478,31.0,
4844225728199446513,1.0,
4845395557626990804,46.0,4.0
4845675213416169358,2.0,
4846993024774960590,2.0,
4847219081685543811,4.0,
4852204269572025366,224.0,5.0
4852211303645668925,47.0,
4852243260873739386,1.0,
4852533700855732209,40.0,4.0
4852961140183048116,24.0,2.0
4855812767486954572,7.0,
4859087002266494725,37.0,1.0
4860645860273547385,11.0,
4860661135191592671,1.0,
4861298715030312274,1.0,
4862496252124169156,3.0,1.0
4863625039097860607,5.0,
4865184238728246532,5.0,
4867104959040964515,2.0,1.0
4867676741490555316,4.0,1.0
4867698544737807642,3.0,
4867837810856231791,7.0,
4868726611587560789,6.0,
4869448032320184700,100.0,
4870762189328408345,1.0,
4871289477249553188,1.0,
4872950810206224558,4.0,
4873307393177250991,1.0,
4875599268341125093,1.0,1.0
4876542277932516626,17.0,1.0
4876612398810144556,23.0,1.0
4877025344401470342,2.0,
4877161477197328365,26.0,1.0
4877529733283611103,33.0,
4877975845287131396,19.0,
4881203359000355301,1.0,
4884536684783408042,442.0,25.0
4884840734088411215,2.0,
4885486757349832183,1368.0,28.0
4885961169096348398,9.0,2.0
4886840904905997923,1.0,
4887129724394078002,2.0,
4891372624314117776,11.0,
4891990840130773797,4.0,
4892887966643821297,47.0,4.0
4894524863796922987,4.0,1.0
4895247359023883554,2.0,3.0
4897343413526756756,1.0,
4898682186224136271,1.0,
4899166277359900351,14.0,1.0
4900291564546014674,6.0,
4900886268089852973,6.0,
4902742819190092141,1.0,
4903260742918371863,2.0,2.0
4904683699478979989,3.0,
4905139377633176399,11.0,2.0
4905235225748333668,12.0,1.0
4905288558543550115,80.0,4.0
4905575494086626463,19.0,
4907480905435831921,4.0,
4907889510489852442,40.0,2.0
4912611493883809684,1.0,
4914699232751721875,3.0,
4914800338221105154,9.0,
4915989828177197566,3.0,
4917996412111197517,4.0,
4919687036695097537,18.0,3.0
4920639669258515436,71.0,
4920986212106258583,2.0,
4921031980231369155,16.0,
4921675850638643833,8.0,
4922403446571542203,5.0,
4924567360107643495,2.0,
4925646801437761089,7.0,1.0
4926343124972125105,2.0,
4926780656894381505,4.0,
4927405328232150146,1.0,
4927803669253941493,2.0,
4928211347348181219,1.0,
4928663424542436729,60.0,4.0
4930019476353465588,10.0,
4930462212045345647,846.0,31.0
4932861583901098518,22.0,
4933900007774551066,3.0,
4933983909971258953,2.0,
4934693049518989903,1.0,
4935063907492157369,8.0,
4935567613981782005,22.0,
4935988475791542868,146.0,5.0
4937526743416989001,39.0,1.0
4937720188605949575,7.0,
4940485806429195704,1.0,
4940821291816766196,5.0,
4942482086181677180,205.0,3.0
4942699632709854601,,1.0
4943721045528418948,2.0,
4945833379703619548,17.0,
4946998684303255721,4.0,
4949691270787575847,4.0,
4950418354532549919,9.0,
4950872988332246075,13.0,
4951258631386534876,151.0,4.0
4952539755936364413,92.0,2.0
4953494515113408033,2.0,
4954508769279999686,1.0,
4954820685279645352,26.0,1.0
4954885955366049087,187.0,5.0
4956202962717897555,1.0,
4957055176758727735,36.0,2.0
4958602607669451794,41.0,3.0
4958937269064894603,3.0,
4959610762200246486,7.0,
4960543367281721533,662.0,28.0
4961406399296463446,3.0,
4961757507835570731,8.0,
4963459301639238989,11.0,
4964172976930484873,4.0,
4964677642520699062,5.0,
4965215890732539405,2.0,
4965296657392285439,9.0,2.0
4965823099378435714,260.0,26.0
4965879200072164978,12.0,
4966216423488813105,2.0,
4966754584114801899,5.0,1.0
4967462446741239838,8.0,
4967872385610625450,15.0,1.0
4968445431904630730,8.0,
4968578153962090471,1.0,1.0
4968824705928125203,25.0,1.0
4968972703900303045,8.0,2.0
4969656453037454645,,1.0
4970944541617982997,71.0,5.0
4971151400152481980,4.0,
4971270050977538980,265.0,13.0
4972198100219868671,532.0,14.0
4974944237793109170,7.0,
4975023229200119461,4.0,1.0
4975772664649580164,1.0,1.0
4976037699702484741,67.0,2.0
4976204300201185179,2.0,
4978971729467091692,148.0,11.0
4978995251460887923,12.0,
4980358559038506564,40.0,3.0
4981885565092635048,2.0,
4985676870061103545,3.0,
4986193432351325246,7.0,
4987390097505256170,42.0,2.0
4988345116409724185,561.0,17.0
4988415688011699941,13.0,
4989691613307505648,6.0,
4990100271552850732,12.0,
4990328709755546794,2.0,
4990685779616417938,2.0,
4992058974817385040,328.0,10.0
4995160716925020331,2.0,
4995275092929982371,14.0,
4995356743271798067,9.0,
4995421713714629700,19.0,
4996127073511843708,30.0,1.0
4996143826528122944,1.0,1.0
4996287765280631243,4.0,
4996480117439670152,174.0,7.0
4997250856501991928,2.0,1.0
4997299313794731966,1.0,
5000180601051742911,32.0,1.0
5000286361136990297,381.0,19.0
5000850742563491084,7.0,
5002240978721415715,8.0,
5002281858712787472,72.0,3.0
5002396665074805095,37.0,2.0
5003076805297752546,1.0,
5003654911971865469,112.0,2.0
5004302025107299367,1.0,
5005925238001613818,3.0,
5007615427153031444,2.0,
5007644453279618192,6.0,
5007983325568195091,44.0,1.0
5008325156731271967,95.0,2.0
5008433984714690625,16.0,
5008974593865051446,6.0,
5009468785727542312,21.0,
5011009714103498923,3.0,
5011297892546430926,10.0,3.0
5011356635918519846,96.0,1.0
5013135879985157764,5.0,
5013776014112073637,2.0,
5015790052158123214,7.0,
5015809761333465048,3.0,
5016664048336388140,1.0,
5016895262842458616,2.0,
5022407473332272603,28.0,1.0
5023468572965385615,9.0,1.0
5024985995405091655,23.0,
5025437901727408831,11.0,
5026912960457545731,45.0,3.0
5027007620619606957,6.0,
5027315189602237890,1.0,
5028017116804515241,1.0,
5031509356496527603,86.0,4.0
5032303185829829015,3.0,
5032364137447441491,20.0,4.0
5032794295619623343,6.0,
5034000567453828914,2.0,
5035130708911592193,1.0,
5035320086499079942,1.0,
5035417985916062116,15.0,1.0
5035670555292420925,88.0,1.0
5036466326635417035,178.0,5.0
5038119848203072315,1.0,
5040834653196495196,31.0,3.0
5041860362097977129,1.0,
5042840907021303265,3.0,
5043459082989557301,29.0,1.0
5044122495297491499,162.0,4.0
5044141133838631654,1.0,
5045123700537879817,119.0,3.0
5045487884268963412,2.0,
5046527602979720935,4.0,
5049511405597057473,6.0,
5050554208307009710,72.0,1.0
5051549986600885830,1.0,
5052794557684043842,12.0,2.0
5054835258276523010,4.0,
5055175517806866612,2.0,
5055459548408248472,40.0,
5055705148472021900,82.0,3.0
5056219716308053853,,1.0
5056829590088126468,9.0,
5057012918130291472,349.0,12.0
5057970367682431648,45.0,1.0
5058151812152849232,12.0,
5059091153275310676,1.0,
5061447490697488178,50.0,6.0
5062161266146179721,17.0,
5063010208612448826,310.0,7.0
5063281181819780881,33.0,
5064501545514176604,5.0,
5068402945380130098,9.0,
5068521964295761266,7.0,
5069527785583129208,2.0,2.0
5069537744501716034,6.0,4.0
5069804563111867752,8.0,
5069892099546609376,82.0,4.0
5070752757215746556,15.0,1.0
5070777059492032734,1.0,
5071815521480942894,14.0,
5071958907075825961,18.0,
5072131930481181639,1.0,
5072179263754345051,1.0,
5072216414743491053,2.0,
5073760409537717417,5.0,
5074268640439531936,18.0,3.0
5075028184858484932,7.0,
5075276277629130715,7.0,
5075817680320444023,15.0,
5076626398883398104,1.0,
5077490837358561350,27.0,
5077710629292692919,20.0,4.0
5078984485414030752,19.0,
5079134040961934223,24.0,1.0
5080780776417574495,1.0,
5081742927212604847,415.0,18.0
5082145175803094808,4.0,
5082620501834250412,53.0,2.0
5082634934507806904,6.0,
5083699477025709946,,1.0
5085274734420871325,4.0,
5087145291415594054,943.0,24.0
5087607626343077169,4.0,1.0
5088105599327667476,17.0,
5088920748697829728,1377.0,35.0
5089147017919723452,42.0,1.0
5089172143213814655,3.0,1.0
5090618366768407666,7.0,
5091307370943203149,10.0,1.0
5092106344129369492,57.0,2.0
5093261830622558505,47.0,
5093335374311697597,3.0,
5094675304110933104,1.0,
5095098313436205125,1.0,
5095145591017887317,1.0,
5095571850737952189,45.0,1.0
5095607404940171837,1.0,
5096514597869961695,7.0,1.0
5096741310134327255,,1.0
5096942129921073615,1.0,1.0
5097719975304639673,48.0,3.0
5099404931782670492,8.0,
5100977774185557162,18.0,1.0
5102551973723369388,6.0,
5103509811847853116,1.0,
5104173641599983836,32.0,
5104510891592681587,39.0,1.0
5105536442626195542,51.0,1.0
5105574889227179690,48.0,1.0
5106148104024609689,1.0,
5106835813987239831,,1.0
5107499385259437567,6.0,
5107505117635761360,46.0,1.0
5107628231911353789,1.0,
5108695685479499875,1.0,
5108996614572334198,5.0,1.0
5110724700063656859,1.0,
5110835651737873321,,1.0
5112583754133297619,101.0,5.0
5114694469389636269,3.0,
5114705411531282070,7.0,2.0
5115184932534953261,4.0,
5115446341026608252,10.0,
5116581251991514933,1.0,
5119954547036430331,8.0,1.0
5120508501069359350,1.0,
5120897629433288662,32.0,
5121149133510944514,35.0,1.0
5121234296452409419,10.0,
5122486464254274565,86.0,
5126937027481017071,3.0,
5127194369663812757,9.0,
5128110921914472887,23.0,2.0
5128659163766030603,4.0,
5129306943886677334,1.0,
5131671242304885913,5.0,
5134422710791710685,118.0,2.0
5137241757205370714,19.0,
5137291840242796781,1.0,
5137495247844276024,74.0,2.0
5139407097242261180,32.0,1.0
5141065055294586771,266.0,
5142060267364750414,1.0,
5142959344184322171,3.0,
5144648888927712878,5.0,
5144961042101429859,1.0,
5146618483637444020,86.0,5.0
5149209224964224191,16.0,
5149770233554128124,33.0,7.0
5149962736902927409,2.0,
5150229699680074561,2.0,
5151631694002121331,23.0,1.0
5151965313602033550,1.0,
5153068361407311512,1.0,
5153157914112303376,14.0,
5154264864528485657,5.0,3.0
5156992018823380423,387.0,14.0
5158032833990180330,49.0,3.0
5158846682687138927,1.0,
5159096006613955969,1.0,
5159935093080355288,1.0,
5160453346029456161,7.0,
5160487103551922460,3.0,
5160565830568336645,1.0,
5161108462537307600,12.0,1.0
5166296278972380252,1.0,
5168222975546460089,279.0,5.0
5168870269660980708,1.0,
5177145064513972549,26.0,
5179075815465570506,1.0,
5180122707773378715,53.0,1.0
5181226838811300304,10.0,
5181650752045328692,2.0,
5182366275402664777,1.0,
5182425909367170070,2.0,1.0
5182905998241019118,1.0,
5183063763763841212,86.0,2.0
5184012238141547220,2.0,
5186947051848762254,1.0,
5187250673321243200,5.0,
5189955091734970564,2.0,
5190073896555636775,3.0,1.0
5190638543301999592,2.0,
5190858423235550886,85.0,2.0
5191400612019832916,3.0,
5191756540325805093,58.0,2.0
5191996622852472697,2.0,
5192717537427579663,1.0,
5192727162548891197,1.0,
5193023679280271442,78.0,4.0
5193594489297533666,149.0,6.0
5195167631561580385,1.0,
5196364152418876492,1.0,
5198339394473113315,1.0,
5198445685506547864,14.0,
5198697199101915669,6.0,
5198737899108027261,17.0,
5199606883265795202,22.0,2.0
5199668842342510655,10.0,1.0
5201775161420769956,1.0,
5202355029344881809,76.0,5.0
5203047345605946161,47.0,2.0
5203810777987418935,4.0,1.0
5204637564158456965,24.0,
5206352558795918269,1.0,
5207454482644748815,12.0,3.0
5208250110456711515,3.0,
5208400358935023504,10.0,
5208556191750301474,36.0,
5209646922134728009,8.0,2.0
5211202670050690041,1.0,
5211980636887610291,1.0,
5212168094936576448,8.0,
5212412678718320811,16.0,
5214600071366342720,4.0,
5215346264203367079,182.0,10.0
5215871977762320116,20.0,2.0
5216691318870896433,1.0,
5216953738498416014,,2.0
5217883985010868817,1.0,
5218684532201655364,1.0,
5220533107003553927,4.0,
5220827045928245891,21.0,1.0
5222729229685835240,1.0,
5224289504614763753,1.0,1.0
5225181725105813304,6.0,
5225976242090246132,1.0,
5227212523849240371,536.0,18.0
5229352471867345064,25.0,5.0
5230240473033103018,25.0,2.0
5232224564239939982,5.0,
5232951421493340914,2.0,
5234990043389927190,4.0,
5235413246869058733,64.0,1.0
5235707826971771151,1.0,
5236768758234468688,7.0,2.0
5236824681992521213,5.0,
5238028243010549680,1.0,
5238453622683550974,2.0,
5238716590456407047,506.0,18.0
5240199030870510960,152.0,8.0
5240631681197933710,4.0,1.0
5242399721176983326,49.0,2.0
5243086283460568275,80.0,7.0
5245441582375989819,38.0,
5247778152391618095,21.0,1.0
5248638688199781036,111.0,1.0
5250638977718635857,1.0,
5250945045170044960,9.0,
5251443065683168803,9.0,
5251805314991883348,44.0,
5251984861591426225,10.0,
5252051179115424759,60.0,6.0
5252272506913624086,392.0,14.0
5254928534005646861,2.0,
5254950682732845890,2.0,
5256463437936248730,29.0,
5256759286299031297,11.0,1.0
5257624889532310955,1.0,
5258053818442090805,9.0,
5258280723484389561,2.0,1.0
5258545515093095777,39.0,
5261897415176904684,42.0,2.0
5263654019070972176,1.0,
5264077558051889463,36.0,1.0
5267112774037162799,,1.0
5267365090499842082,25.0,
5267391071798097601,1.0,
5267816725461836027,4.0,
5268129045670104953,126.0,5.0
5268622117619170189,313.0,12.0
5269206683077475571,77.0,10.0
5269625657709528806,1.0,
5271267136273042689,2.0,
5272744464676784525,65.0,4.0
5274525687617685100,2.0,
5274885652251463335,1.0,
5275777046158873353,58.0,3.0
5276151960260442783,1.0,
5276527828404479026,2.0,
5281926592441851248,4.0,1.0
5282654222011722864,1.0,
5288491824170102422,1.0,
5289220507783722162,2.0,
5292052736874165013,1.0,1.0
5292407301223457792,5.0,
5294870961520592952,1.0,
5298344440765078915,31.0,2.0
5298504351211701270,1.0,
5299467570328204294,80.0,3.0
5300912459026988785,3.0,1.0
5301613107709219094,8.0,
5303783943040691309,231.0,5.0
5305838319563625484,120.0,1.0
5307884181426844569,42.0,
5307986353930308756,53.0,
5308443547049343549,3.0,
5308449430050405316,41.0,
5308649368215538952,1.0,
5309356596014210741,39.0,
5310241072411215354,1.0,
5310668230609396113,12.0,
5312185543688748299,58.0,7.0
5312458384069274984,3.0,
5312823419764516097,3.0,
5314268602264446241,16.0,
5316083521259727030,2.0,
5316566764686210195,9.0,
5316886810507553651,2.0,1.0
5316947210027092201,1.0,
5317668523828826245,62.0,1.0
5317790662818319527,1.0,1.0
5320200000004311891,5.0,
5320295422839232180,1.0,
5320641019021057377,4.0,
5320894791536425050,4.0,2.0
5321043704190349161,1.0,
5321094113860844872,1.0,
5321183140380660584,90.0,4.0
5321372530075466622,13.0,1.0
5322476609684044976,56.0,2.0
5322900191013907844,44.0,3.0
5322956081233923609,293.0,5.0
5323178385834886389,37.0,1.0
5323767931396822716,896.0,41.0
5324150329121616384,2.0,
5324911332285517989,52.0,5.0
5325460223964506988,2.0,
5325774028414476473,2.0,
5326857134639134092,5.0,
5328362179008684999,3.0,
5328382311490144315,5.0,
5328570001398874787,27.0,2.0
5329057351374350538,2.0,
5329630158969881120,2.0,
5329805302989753230,,1.0
5330331638826179376,1.0,
5331286227721734361,14.0,
5335924588886178997,1.0,
5342805596602279650,8.0,3.0
5343048514920839076,307.0,10.0
5345851094636293848,34.0,5.0
5345859364963431261,1.0,
5346256765345461405,1.0,
5346878658389720839,9.0,
5347686743547805090,93.0,3.0
5348152003849165542,10.0,
5348677935947997134,76.0,3.0
5349707460698618346,14.0,
5350004895340232805,13.0,2.0
5350258282285699297,1.0,
5350887149413462622,4.0,
5351097775071241013,69.0,5.0
5351233213982180664,135.0,7.0
5351350770472425793,68.0,3.0
5351985412338967584,29.0,
5352561593436523438,33.0,3.0
5353017169311379384,36.0,
5353472525271656245,1.0,
5354456171509260106,55.0,
5354567517866648296,7.0,
5356823635863441857,2.0,
5357056333143050249,1.0,1.0
5358561592824948634,1.0,
5358880449813182710,6.0,
5359876140173385460,27.0,2.0
5361012215887967844,284.0,13.0
5361302099147983960,4.0,
5362139277061223073,12.0,1.0
5363806678444827243,1.0,
5364241534774604014,15.0,1.0
5366286360634745403,1.0,
5368001738086080232,2.0,
5368022651832292461,1.0,
5368760626557934283,4.0,
5368972041388220741,1.0,
5369156823859827003,3.0,
5369781777468228957,13.0,
5370346688441813770,19.0,1.0
5370844473426553029,686.0,18.0
5371384052585943976,1.0,
5371410944870692012,1.0,
5371517440008778133,1.0,
5372093993347797020,7.0,
5372113165594455219,3.0,
5372770972141305605,,1.0
5372922084664406393,2.0,
5373579948362730856,34.0,2.0
5375197383371757820,15.0,
5375484855208497643,4.0,
5376290849499031448,16.0,1.0
5377689850127770843,26.0,2.0
5378692527044435689,1.0,
5379330901514727795,21.0,1.0
5379605814430188249,4.0,
5380236999251089677,1.0,
5380286736797302802,91.0,3.0
5380487877160047007,148.0,4.0
5380976736709451022,8.0,
5381332119150901918,7.0,
5382260777564069808,15.0,2.0
5382787731465803077,9.0,
5384848946384950494,3.0,1.0
5385521178902263519,1.0,
5385670552881679936,11.0,
5386785357953621126,1.0,
5388132453023740625,3.0,
5391099643477198467,80.0,3.0
5391555878696751077,17.0,2.0
5392067168326085746,1.0,
5393278418372696952,52.0,
5393337300343683978,110.0,
5393867202144024046,19.0,
