,shop_score_service,shop_score_service
0.9742393766422036,4.0,
0.9742412910844322,62.0,
0.9742427345042136,67.0,
0.9742433643571182,,3.0
0.9742453313804468,8.0,
0.974245810055866,38.0,
0.9742477256822952,104.0,
0.9742478334938154,,10.0
0.9742480211081794,2.0,
0.9742481417953116,9.0,
0.974250182882224,,6.0
0.9742507288629738,390.0,
0.9742522522522524,6.0,
0.9742528735632184,57.0,
0.9742550655542312,3.0,
0.9742562834775444,14.0,
0.974256932654216,168.0,
0.9742574257425742,4.0,
0.9742634995363436,6.0,
0.974267515923567,3.0,
0.9742684157416752,14.0,
0.9742690058479532,2.0,
0.9742711899574644,1.0,
0.974271844660194,1.0,
0.974272016149382,,22.0
0.9742758959253804,161.0,
0.9742791762013728,11.0,
0.9742797494780796,91.0,
0.9742802303262956,5.0,
0.9742806394316164,17.0,
0.9742812006319116,1.0,
0.9742825688073392,5.0,
0.9742857142857144,168.0,
0.9742869082442841,80.0,
0.9742869162810266,9.0,
0.97428700769579,22.0,
0.9742881330611026,199.0,
0.9742884801548888,1.0,
0.9742887792319246,6.0,
0.9742889339643904,38.0,
0.9742896551724138,4.0,
0.9742900701290782,92.0,
0.9742906187028884,23.0,
0.9742909068120572,53.0,
0.9742923433874712,9.0,
0.9742938822184106,,3.0
0.9742949463616388,,3.0
0.9742956005931784,5.0,
0.9742957393483708,15.0,
0.9742960015160128,29.0,
0.9742961800104656,4.0,
0.9742970297029704,5.0,
0.9742989786443824,1.0,
0.9742992125984252,1.0,
0.9742997428103812,3.0,
0.9743014656447492,16.0,
0.9743023688453428,10.0,
0.9743028591599012,114.0,
0.9743029135564653,2.0,
0.974304068522484,2.0,
0.9743053354463812,17.0,
0.9743064208518756,21.0,
0.9743070991154456,34.0,
0.974307931570762,30.0,
0.9743080483863924,1.0,
0.974308093994778,1.0,
0.9743085714285716,5.0,
0.9743119266055048,6.0,
0.9743143812709029,1.0,
0.9743151693667158,8.0,
0.9743153918791314,1.0,
0.9743165735567972,9.0,
0.9743172929773848,21.0,
0.9743187756625606,,23.0
0.9743253175166012,77.0,
0.9743253747917824,1.0,
0.9743255191531056,16.0,
0.9743257959131382,80.0,
0.9743262411347516,5.0,
0.9743283582089552,1.0,
0.9743296703296702,45.0,
0.9743302180685358,4.0,
0.9743306928707508,130.0,
0.974330890860008,3.0,
0.9743315508021392,11.0,
0.9743317629556164,2.0,
0.9743321382256463,71.0,
0.97433243208446,2.0,
0.9743396226415096,3.0,
0.9743422354104848,78.0,
0.9743424882926212,101.0,
0.9743472878401254,,81.0
0.9743492063492064,4.0,
0.974351145038168,3.0,
0.9743520599250935,7.0,
0.9743522325520492,228.0,
0.9743525270304251,,1.0
0.974353369763206,2.0,
0.9743559488692232,1.0,
0.9743563512361466,4.0,
0.9743571428571428,153.0,
0.9743587199206152,,1.0
0.9743602484472048,31.0,
0.9743607705779334,26.0,
0.974361334867664,,21.0
0.9743633192125593,10.0,
0.9743639863764252,94.0,
0.9743641912512716,9.0,
0.97437125748503,2.0,5.0
0.9743716156980042,23.0,
0.9743725019984012,129.0,
0.9743766578249338,5.0,
0.9743785516537956,27.0,
0.974379961981438,,16.0
0.9743839578379074,26.0,
0.9743855693348368,3.0,
0.9743882244710212,1.0,
0.9743887423043096,129.0,
0.9743930321175832,14.0,
0.9743957922419458,159.0,
0.9743960558751028,8.0,
0.9743973517763198,88.0,
0.9743988796008578,5.0,
0.9744,38.0,
0.974403250380904,4.0,
0.974403622517238,190.0,
0.9744044531595928,74.0,
0.9744046749452157,9.0,
0.9744058949953948,1.0,
0.9744074289030759,2.0,
0.9744089721531892,,19.0
0.974409477971122,1.0,
0.9744105145122176,89.0,
0.9744113938135152,5.0,
0.9744115004492364,8.0,
0.9744129554655871,18.0,
0.9744139077080404,,5.0
0.9744140747722274,6.0,
0.9744144144144145,9.0,
0.9744162436548224,4.0,
0.9744175136825646,7.0,
0.9744178272980502,,1.0
0.97442088091354,1.0,
0.974421768707483,1.0,
0.9744221524261264,34.0,
0.9744232515894642,93.0,
0.9744261312556188,20.0,
0.9744264553909748,71.0,
0.9744313725490196,1.0,
0.9744317617866004,43.0,
0.9744347152266564,227.0,
0.9744361416918604,166.0,
0.974436664544876,22.0,
0.9744388270980788,12.0,
0.9744408945686902,2.0,
0.9744411936805148,144.0,
0.9744433432441362,1.0,
0.9744443650396628,5.0,
0.9744444444444444,7.0,
0.9744461003477398,164.0,
0.9744470162020732,74.0,
0.9744482522275529,7.0,
0.9744503707558214,72.0,
0.9744516518328556,23.0,
0.9744525602694624,37.0,
0.9744526748971194,1.0,
0.9744534412955466,3.0,
0.974455066921606,44.0,
0.9744560540872772,60.0,
0.9744580406182144,180.0,
0.9744583085759556,18.0,
0.9744585511575804,,2.0
0.9744585789636984,79.0,
0.9744594594594596,3.0,
0.9744612928970472,6.0,
0.9744617408463055,23.0,
0.9744621790423318,3.0,
0.9744633800744864,,70.0
0.9744642857142858,9.0,
0.9744644330747648,3.0,
0.9744661308840414,3.0,
0.9744673957067638,7.0,
0.9744675667444928,129.0,
0.9744680851063828,1.0,
0.974472348898452,39.0,
0.9744728830758822,23.0,
0.9744730554818156,13.0,
0.9744737820751208,2.0,
0.9744768173458522,128.0,
0.9744770132675099,1.0,
0.9744802867383512,,1.0
0.9744817063677408,191.0,
0.9744859420898028,3.0,
0.9744875674253388,2.0,
0.9744876497921252,92.0,
0.9744891640866872,27.0,
0.974491223439356,17.0,
0.974491599253267,12.0,
0.9744927536231884,26.0,
0.9744959128065396,7.0,
0.9744979469951474,,1.0
0.9744988558352404,55.0,
0.9744994939139912,260.0,
0.9745015158838262,3.0,
0.9745027368685206,278.0,
0.9745040650406503,14.0,
0.9745064377682404,,5.0
0.9745070934885414,2.0,
0.9745073375262054,4.0,
0.9745084745762712,2.0,
0.9745088940448571,2.0,
0.9745097866725314,1.0,
0.9745109385310392,246.0,
0.974512756168967,,79.0
0.9745132743362832,9.0,3.0
0.974513586118818,,2.0
0.9745151052074764,2.0,
0.9745169712793732,8.0,
0.9745202769535112,1.0,
0.9745221253495641,3.0,
0.9745222929936306,4.0,
0.9745239376008608,3.0,
0.9745254901960784,6.0,
0.9745257669941848,18.0,
0.9745281220209724,2.0,
0.9745283256505202,,39.0
0.9745285935085009,2.0,
0.9745289672544082,6.0,
0.9745291479820628,1.0,
0.9745311268715524,3.0,
0.97453125,,2.0
0.9745319096101316,1.0,
0.9745328719723184,125.0,
0.9745332656170644,91.0,
0.9745337620578778,1.0,
0.9745341292499352,24.0,
0.9745354185832568,4.0,
0.9745356631337724,,60.0
0.9745397815912638,,7.0
0.9745421356860359,2.0,
0.9745422287479736,6.0,
0.9745454545454546,8.0,10.0
0.9745457737207056,2.0,
0.9745458885308512,1.0,
0.9745459269845392,10.0,
0.9745469427846444,,2.0
0.9745518453427068,9.0,
0.9745526838966204,,1.0
0.9745532278751604,2.0,
0.974556446313576,17.0,
0.9745651612903226,29.0,
0.9745674044265596,13.0,
0.9745674874307078,33.0,
0.9745676855895196,10.0,
0.9745695364238413,4.0,
0.9745702984537936,3.0,
0.9745742574257426,5.0,
0.974577748254292,193.0,
0.9745790657007244,1.0,
0.9745794392523366,24.0,
0.9745808244557664,2.0,
0.9745810203542162,20.0,
0.9745828571428572,22.0,
0.9745833333333334,133.0,
0.974584588893672,4.0,
0.9745860709592642,1.0,
0.9745861571958664,75.0,
0.9745863591057952,6.0,
0.974587400177462,,1.0
0.9745891783567135,10.0,
0.974590092064884,,5.0
0.9745907859078592,19.0,
0.9745918933925596,43.0,
0.9745930169711384,50.0,
0.9745943041375604,1.0,
0.9745957022014397,18.0,
0.9745959595959596,,3.0
0.9745990494327,288.0,
0.9745991892245324,68.0,
0.9746011787819252,31.0,
0.9746018893387314,22.0,
0.9746031746031744,21.0,
0.9746034779285304,213.0,
0.9746042308153716,247.0,
0.9746053143227479,22.0,
0.9746059933407324,25.0,
0.9746067872383664,10.0,
0.9746078242435924,,25.0
0.9746078794615288,14.0,
0.9746087631868487,17.0,
0.974610123119015,4.0,
0.9746118721461188,35.0,
0.9746143187066972,32.0,
0.9746145251396648,2.0,
0.974614687216682,11.0,
0.9746175637393768,3.0,
0.974621139980955,138.0,
0.97462118384713,,11.0
0.9746223564954684,4.0,
0.9746230663794792,20.0,
0.9746232204475485,11.0,
0.9746241840625608,66.0,
0.9746246973365618,1.0,
0.974624881291548,7.0,
0.9746249045072576,49.0,
0.974626865671642,7.0,
0.9746291560102304,1.0,
0.9746294616656884,28.0,
0.9746300211416492,1.0,
0.9746312092323132,13.0,
0.9746321243523316,17.0,
0.9746325350949631,26.0,
0.9746341463414634,57.0,
0.9746344015696532,21.0,
0.9746358183376178,1.0,
0.9746359843897188,59.0,
0.9746372917786136,15.0,
0.9746380429355967,1.0,
0.9746395563770796,8.0,
0.974641771602258,4.0,
0.9746431696037996,69.0,
0.9746434231378764,11.0,
0.9746448087431694,1.0,
0.9746455379482905,34.0,
0.9746463742166518,3.0,
0.9746471644855016,,10.0
0.9746480772177112,73.0,
0.9746534653465346,6.0,
0.9746548672566372,6.0,
0.9746556473829202,7.0,
0.97465660976578,35.0,
0.9746604706940488,37.0,
0.9746610677864428,80.0,
0.9746618677779884,14.0,
0.9746620120596636,4.0,
0.9746628277011667,45.0,
0.9746639175257732,13.0,
0.9746646588671376,43.0,
0.9746648760835064,,4.0
0.9746658014276444,4.0,
0.9746665275023484,117.0,
0.9746673596673596,52.0,
0.9746699751861044,7.0,
0.9746723821187996,3.0,
0.9746739130434784,36.0,
0.9746742857142858,6.0,
0.9746753246753246,1.0,
0.9746764102833708,262.0,
0.9746781685467816,15.0,
0.9746798255680512,43.0,
0.9746835443037976,10.0,
0.9746840677090064,17.0,
0.9746847340800502,98.0,
0.9746849370892976,284.0,
0.97468509984639,10.0,
0.974685598377282,12.0,
0.9746860986547086,153.0,
0.9746874202602704,49.0,
0.9746883988494728,3.0,
0.97469033530572,85.0,
0.9746943083301922,34.0,
0.9746954813359529,10.0,
0.9746962391513982,2.0,
0.9746976744186048,1.0,
0.9746984788819396,43.0,
0.974699154649428,3.0,
0.9746993318485524,2.0,
0.9746996098829649,101.0,
0.9747002606429191,4.0,
0.9747008547008548,1.0,
0.9747018030513176,140.0,
0.9747023243549896,348.0,
0.9747026565059468,4.0,
0.9747027027027028,10.0,
0.9747029428095504,149.0,
0.9747031354236158,157.0,
0.9747035573122528,17.0,
0.9747037900159452,14.0,
0.9747038327526132,3.0,
0.9747074777218132,12.0,
0.9747076313181368,4.0,
0.9747079037800688,138.0,
0.9747096774193548,2.0,
0.9747103098197094,4.0,
0.9747103506483544,40.0,
0.9747104247104248,4.0,
0.9747135519557488,47.0,
0.974714855022674,118.0,
0.974715852442672,13.0,
0.9747177848775292,,9.0
0.9747230201066884,10.0,
0.9747294200599329,,3.0
0.9747303065580132,41.0,
0.9747313374297292,19.0,
0.9747335423197492,55.0,
0.9747349505840072,28.0,
0.9747368421052632,19.0,
0.974738646101114,107.0,
0.9747417536128572,20.0,
0.9747424393486208,259.0,
0.9747425474254744,1.0,
0.9747425952045136,11.0,
0.9747458533975388,1.0,
0.9747480106100797,1.0,
0.9747504025764896,3.0,
0.9747511697150149,7.0,
0.9747519640852976,1.0,
0.9747522265357388,39.0,
0.9747522935779818,5.0,
0.974752567693744,72.0,
0.9747531189597612,1.0,
0.9747537688442212,15.0,
0.9747538337368846,,4.0
0.9747550931946252,1.0,
0.9747558755205824,3.0,
0.9747563805104408,15.0,
0.9747599451303156,1.0,
0.9747610823258492,12.0,
0.974763948497854,,1.0
0.9747670250896056,1.0,
0.9747674888799028,131.0,
0.9747680890538032,8.0,2.0
0.9747688706846108,23.0,
0.9747692307692308,5.0,
0.9747710144927536,,4.0
0.9747724974721944,26.0,
0.9747739463601532,29.0,
0.9747740667976426,,14.0
0.9747747747747748,1.0,
0.9747753515491028,44.0,
0.97477891581314,1.0,
0.9747803617571059,2.0,
0.9747809390818644,4.0,
0.9747818343722174,1.0,
0.974782608695652,19.0,
0.9747871545929798,3.0,
0.9747882736156352,11.0,
0.9747927736450586,14.0,
0.9747929824561404,4.0,
0.9747931444086204,46.0,
0.9747950403143844,54.0,
0.9747971360381862,1.0,
0.9747985347985348,4.0,
0.9748045977011496,8.0,
0.9748047175961596,74.0,
0.9748050632911393,1.0,
0.9748094895758448,2.0,
0.9748103683492496,58.0,
0.9748120015191796,22.0,
0.9748124669836238,7.0,
0.9748185446730121,,8.0
0.9748188546941956,51.0,
0.974820143884892,2.0,
0.9748207171314741,22.0,
0.9748209574067096,23.0,
0.9748217888365838,9.0,
0.9748234053769108,93.0,
0.9748253849042434,,3.0
0.9748286604361373,3.0,
0.974829001367989,2.0,
0.9748295752490824,9.0,
0.9748318599795656,12.0,
0.9748353520932159,44.0,
0.9748361730013106,15.0,
0.9748387096774194,3.0,
0.9748400272294078,117.0,
0.9748441926345609,,2.0
0.9748448604610852,,73.0
0.9748460291734198,2.0,
0.9748471615720524,18.0,
0.9748484848484849,13.0,
0.9748488512696494,114.0,
0.9748494983277594,95.0,
0.9748534201954396,16.0,
0.974853857211308,,1.0
0.9748541801685028,17.0,
0.9748571428571428,9.0,
0.9748582928056349,23.0,
0.9748601864181092,45.0,
0.9748608837970542,1.0,
0.9748624708624708,35.0,
0.9748663101604278,4.0,
0.9748682926829269,7.0,
0.9748728522336768,298.0,
0.9748740185163484,71.0,
0.9748753882087215,257.0,
0.9748783863950958,23.0,
0.974878652798415,9.0,
0.9748793225995858,1.0,
0.9748839927531996,54.0,
0.9748844236289472,,13.0
0.9748859996231394,30.0,
0.9748874172185432,159.0,
0.9748919054801408,35.0,
0.9748924228250702,48.0,
0.9748927038626608,4.0,
0.9748941469489416,2.0,
0.9748953974895398,,1.0
0.9748963125958524,23.0,
0.9748978907106272,13.0,
0.974900314795383,5.0,
0.9749019607843136,63.0,
0.9749022038994449,26.0,
0.9749075167256986,2.0,
0.9749106468663481,177.0,
0.9749116145083148,25.0,
0.9749117341640708,31.0,
0.9749128919860628,5.0,
0.9749144448865896,9.0,
0.9749195241427572,28.0,
0.9749245843884179,28.0,
0.9749266167976518,70.0,
0.9749271722752386,1.0,
0.9749277647560196,10.0,
0.9749286498353458,2.0,
0.9749302707136998,3.0,
0.9749303120223,19.0,
0.9749323017408124,1.0,
0.9749324195697696,45.0,
0.974933103150626,14.0,
0.9749335481272654,4.0,
0.9749341142020498,1.0,
0.9749343615165702,11.0,
0.9749351072849409,46.0,
0.9749368579467385,53.0,
0.9749397590361446,21.0,
0.9749409888357256,10.0,
0.9749421487603304,5.0,
0.9749425590915092,102.0,
0.9749441384246724,1.0,
0.9749445129469791,6.0,
0.974947807933194,13.0,
0.974949494949495,5.0,
0.9749520766773164,1.0,
0.9749565217391304,63.0,
0.97496115427303,12.0,
0.9749618320610688,7.0,
0.9749639194834788,23.0,
0.9749640287769784,35.0,
0.97496420123009,92.0,
0.974964423917114,,2.0
0.9749650349650351,13.0,
0.9749655776692954,28.0,
0.9749658010500925,39.0,
0.9749685049492224,35.0,
0.974970297029703,14.0,
0.9749707893101304,24.0,
0.974970945589012,19.0,
0.9749712973593571,12.0,
0.9749738219895288,4.0,
0.9749748743718594,9.0,
0.9749751737835156,1.0,
0.9749753694581282,,10.0
0.9749763033175356,3.0,
0.9749794238683128,3.0,
0.9749833666001332,4.0,
0.9749837133550491,1.0,
0.9749846886696154,68.0,
0.974985014985015,53.0,
0.9749852507374631,6.0,
0.9749862595419848,3.0,
0.9749880668257758,14.0,
0.9749891875193081,32.0,
0.9749897610921504,1.0,
0.9749901521933749,,2.0
0.9749901654518108,122.0,
0.9749911190053286,2.0,
0.9749916375247074,8.0,
0.9749921589127026,4.0,
0.9749933774834438,12.0,
0.974993514915694,3.0,
0.974996003197442,36.0,
0.975,74.0,
0.9750005644742488,10.0,
0.9750012263919547,1.0,
0.9750013777900248,3.0,
0.9750014413375612,,14.0
0.9750016291951776,10.0,
0.9750038643194504,6.0,
0.9750058050857104,25.0,
0.9750060704168352,28.0,
0.9750099272005296,6.0,
0.9750100120144172,6.0,
0.9750101419878296,30.0,
0.9750102631087888,11.0,
0.9750106007067136,1.0,
0.9750108774474258,18.0,
0.9750116550116551,10.0,
0.9750142230493156,335.0,
0.9750150150150152,24.0,
0.9750178784266984,4.0,
0.9750180812593066,1.0,
0.97501976284585,,1.0
0.9750216279984272,7.0,
0.9750220541902964,71.0,
0.9750264550264552,3.0,
0.9750276243093924,2.0,
0.975028901734104,1.0,
0.9750294285171826,63.0,
0.9750301406563966,235.0,
0.9750308008213552,25.0,
0.975031055900621,2.0,
0.9750361445783132,4.0,
0.9750362080315996,,30.0
0.9750363288718932,6.0,
0.9750363783346808,,2.0
0.9750364963503649,44.0,
0.9750365497076025,19.0,
0.975037147102526,1.0,
0.9750373443983402,4.0,
0.9750387075058904,,3.0
0.9750414796681626,4.0,
0.9750418189200164,,67.0
0.9750422255340288,3.0,
0.9750427350427352,23.0,
0.9750458715596332,1.0,
0.9750472674386084,,80.0
0.9750484581497798,4.0,
0.9750513538748832,1.0,
0.9750522648083624,11.0,
0.9750527549824152,39.0,
0.9750549840368924,5.0,
0.9750570342205322,13.0,
0.9750597789307468,114.0,
0.9750607287449392,143.0,
0.9750617283950618,29.0,
0.9750620689655174,6.0,
0.9750624628197502,12.0,
0.9750637825845814,,6.0
0.9750649350649352,5.0,
0.9750666666666664,17.0,
0.9750674846625766,2.0,
0.9750687442713106,5.0,
0.975068946497518,12.0,
0.9750757971772086,4.0,
0.9750778537022518,,1.0
0.9750797872340424,18.0,
0.9750798722044728,6.0,
0.9750811974173349,20.0,
0.9750819672131148,,1.0
0.9750831146106738,,1.0
0.9750884229717413,22.0,
0.9750886075949368,24.0,
0.9750889141127508,21.0,
0.9750901155327344,,14.0
0.9750924147485752,17.0,
0.9750949568378012,9.0,
0.9750952380952382,43.0,
0.9750964187327824,8.0,
0.9750973531469972,197.0,
0.9750993377483445,5.0,
0.9751000845785172,,2.0
0.975102533172497,3.0,
0.975103734439834,3.0,
0.9751080875441972,,36.0
0.9751100194452972,80.0,
0.9751111111111109,1.0,6.0
0.9751142355008786,6.0,
0.9751173237724988,1.0,
0.9751206434316356,9.0,
0.97512104283054,5.0,
0.9751218590591346,43.0,
0.9751227495908348,4.0,
0.9751278633644338,8.0,
0.9751282654742292,53.0,
0.9751305645361851,4.0,
0.9751313295423776,,3.0
0.9751320851500384,182.0,
0.9751334379905808,17.0,
0.9751342554922702,5.0,
0.9751362260343088,37.0,
0.9751374207188162,18.0,
0.9751384615384616,6.0,
0.9751394422310756,1.0,
0.9751396184683438,101.0,
0.9751404958677689,3.0,
0.9751412429378532,2.0,
0.9751422319474836,9.0,
0.9751430907604252,,2.0
0.9751456310679611,7.0,
0.975148308481642,28.0,
0.9751483420593368,7.0,
0.9751515151515152,11.0,
0.9751520876629513,63.0,
0.9751524879614768,12.0,
0.9751531058617672,10.0,
0.9751552795031057,3.0,
0.9751558228540188,12.0,
0.9751569785514452,165.0,
0.9751574375678612,7.0,
0.975159817351598,2.0,
0.975160744500846,8.0,
0.9751617076326002,3.0,
0.9751633986928104,1.0,
0.9751677397492376,5.0,
0.975169578622816,14.0,
0.9751719704275156,27.0,
0.9751724137931036,14.0,
0.9751744617668894,7.0,
0.9751751227495908,7.0,1.0
0.9751802226835252,21.0,
0.9751836734693876,2.0,
0.9751866151866152,4.0,
0.975188182692852,3.0,
0.9751883651655862,15.0,
0.975188628834028,316.0,
0.9751894273127756,1.0,
0.9751894818252128,5.0,
0.9751898734177216,16.0,
0.975190089705254,5.0,
0.975192350855142,,5.0
0.9751926605504588,2.0,
0.9751930261519304,7.0,
0.9751933282789992,58.0,
0.9751937984496124,21.0,
0.9751953554056174,8.0,
0.9751957497292,,11.0
0.9751965065502184,1.0,
0.9751967116852612,,2.0
0.9751967435549528,,28.0
0.9751971326164874,7.0,
0.97519890260631,6.0,
0.9751993980436421,2.0,
0.975201401050788,13.0,
0.975201958384333,8.0,
0.9752026286966048,10.0,
0.9752029520295202,130.0,
0.9752037570065142,3.0,
0.975204162068422,99.0,
0.9752046993408368,115.0,
0.9752058903736024,,24.0
0.9752112676056336,3.0,
0.9752136158388328,15.0,
0.9752138728323698,72.0,
0.9752141057934508,2.0,
0.9752152269399708,58.0,
0.9752163012949804,202.0,
0.9752164009111616,5.0,
0.9752166934189408,,6.0
0.9752176370830978,65.0,
0.9752202937249664,98.0,
0.9752250190694128,4.0,
0.9752258064516128,18.0,
0.9752272727272726,3.0,
0.9752291384394676,32.0,
0.975230604218806,2.0,
0.9752326584799204,31.0,
0.9752330694810905,4.0,
0.9752357920193472,3.0,
0.9752380952380952,6.0,
0.9752417794970988,8.0,
0.9752419032387044,24.0,
0.975243842031792,163.0,
0.9752442996742672,112.0,
0.9752464616886288,2.0,
0.9752477249747221,43.0,
0.9752483741524838,2.0,
0.9752486187845304,33.0,
0.9752486586410568,34.0,
0.9752528662976838,,128.0
0.9752537222728654,23.0,
0.9752550607287448,28.0,
0.975257282875034,3.0,
0.9752577319587628,3.0,
0.9752585765488992,41.0,
0.9752590266875982,8.0,
0.97526072780586,1.0,
0.9752616355508811,170.0,
0.9752622786501836,211.0,
0.9752622860298176,10.0,
0.9752623408879232,15.0,
0.9752631578947368,2.0,
0.9752633104647792,30.0,
0.9752666787199422,18.0,
0.9752698842279356,15.0,
0.9752704959945456,46.0,
0.9752706731523616,45.0,
0.9752711804324709,3.0,
0.9752727272727272,11.0,
0.9752754908169728,1.0,
0.9752764158918006,56.0,
0.9752789699570816,4.0,
0.9752811893988363,,2.0
0.9752814546786974,196.0,
0.9752816660976442,2.0,
0.9752821461609622,8.0,
0.9752823353931388,,3.0
0.9752846676670492,221.0,
0.9752850105559464,20.0,
0.9752856259022479,40.0,
0.9752871287128712,16.0,
0.9752891921228096,42.0,
0.9752895752895754,5.0,
0.9752905198776759,5.0,
0.9752906635349384,1.0,
0.9752911392405064,5.0,
0.97529174775513,80.0,
0.9752936059156154,13.0,
0.9752936751034448,250.0,
0.9752941176470588,2.0,
0.9752946906965416,5.0,
0.9752954292084726,218.0,
0.9752971576227388,7.0,
0.9752977085326408,195.0,
0.9753006396588486,,5.0
0.9753013530135302,2.0,
0.9753020134228191,16.0,
0.9753086419753084,38.0,
0.9753106212424848,43.0,
0.9753138476281744,2.0,
0.9753142857142858,4.0,
0.9753149327671621,28.0,
0.9753153440843044,26.0,
0.9753168044077136,5.0,
0.9753168232280104,,140.0
0.9753182308522116,4.0,
0.9753187078942822,2.0,
0.9753198948290972,1.0,
0.975323645970938,3.0,
0.975323906609668,4.0,
0.975324624492392,1.0,
0.9753255654557916,22.0,
0.9753293413173654,1.0,
0.9753299492385789,11.0,
0.9753303964757708,5.0,
0.9753307953493158,17.0,
0.9753313122563882,28.0,
0.9753321492007104,18.0,
0.9753341148886284,4.0,
0.975335363201392,87.0,
0.9753355932203388,213.0,
0.975335786808655,137.0,
0.9753359683794468,3.0,
0.9753361757953428,5.0,
0.9753369481022462,5.0,
0.9753370034221098,76.0,
0.97533731853117,23.0,
0.9753375796178344,8.0,
0.9753383458646618,2.0,
0.9753390144497962,122.0,
0.9753394495412844,1.0,
0.9753397786184672,60.0,
0.9753401248767664,6.0,
0.9753405017921148,3.0,
0.975340971085652,49.0,
0.9753416838433486,91.0,
0.9753429839237652,,30.0
0.9753434065934066,70.0,
0.975344092963202,16.0,
0.975346496322106,4.0,
0.9753493222106362,175.0,
0.9753496712492528,31.0,
0.9753513513513514,1.0,
0.9753530166880616,4.0,
0.9753537735849056,8.0,
0.9753578954089775,34.0,
0.9753581309560406,98.0,
0.9753586497890294,26.0,
0.9753593429158112,12.0,
0.9753595051971479,453.0,
0.9753604708190288,,1.0
0.9753620531622365,4.0,
0.9753625783348254,7.0,
0.975362739946215,369.0,
0.975363406978891,82.0,
0.9753667813801848,182.0,
0.9753684210526316,5.0,
0.9753698135898978,2.0,
0.9753775743707094,13.0,
0.9753782383419688,,5.0
0.9753846153846152,113.0,2.0
0.975385181776346,198.0,
0.9753899782135076,1.0,
0.9753923414940364,,3.0
0.9753927742790852,10.0,
0.9753933113518608,,9.0
0.975398752871677,65.0,
0.975398915569326,6.0,
0.9754008578027056,3.0,
0.9754016812548748,8.0,
0.9754021352313168,3.0,
0.9754035989717224,11.0,
0.975404958677686,1.0,
0.9754063604240282,5.0,
0.9754074074074076,2.0,
0.9754082344731334,2.0,
0.97540925470457,1.0,
0.9754104652161876,210.0,
0.9754164511122608,33.0,
0.9754181098466106,68.0,
0.9754189944134078,2.0,
0.9754224270353302,1.0,
0.9754248366013072,1.0,
0.9754275741710297,4.0,
0.9754284828761816,5.0,
0.9754291623578076,6.0,
0.9754296160877514,7.0,
0.9754346060113728,3.0,
0.9754359712230216,100.0,
0.9754371002132196,1.0,
0.9754404817044928,236.0,
0.9754450583179866,2.0,
0.9754455445544554,15.0,
0.9754487550665892,5.0,
0.9754501864677676,56.0,
0.9754512635379058,8.0,
0.9754513336389871,315.0,
0.9754532775453276,4.0,
0.9754555940023067,5.0,
0.9754580554580554,7.0,
0.9754593401202012,,14.0
0.9754595911736836,358.0,
0.9754605714285712,,47.0
0.9754607297464442,,1.0
0.9754632587859424,7.0,
0.9754648132059078,,8.0
0.975467047687087,95.0,
0.9754744525547444,185.0,
0.975474483010405,37.0,
0.9754754098360656,2.0,
0.975476784822766,46.0,
0.9754779541446208,102.0,
0.9754779969650986,2.0,
0.9754813359528488,15.0,
0.9754818666846764,30.0,
0.975483870967742,4.0,
0.975485278080698,,8.0
0.975485428522159,2.0,
0.9754874651810586,1.0,
0.9754876517371284,22.0,
0.9754880187025132,99.0,
0.9754910295014668,64.0,
0.9754925838287068,2.0,
0.9754954954954956,2.0,
0.9754977029096475,6.0,
0.9754991539763114,21.0,
0.9754995871180844,33.0,
0.9755014444903014,17.0,
0.975503831140668,,1.0
0.9755047446904654,74.0,
0.9755048859934854,6.0,
0.9755062465038224,70.0,
0.9755089355089356,,1.0
0.9755102040816328,3.0,
0.9755104088286932,,4.0
0.9755126300148588,3.0,
0.9755128908392758,108.0,
0.9755149181905678,11.0,
0.9755155482815056,3.0,
0.9755160142348752,4.0,
0.9755166572557878,6.0,
0.9755219318355496,6.0,
0.975522579444278,378.0,
0.975522807017544,3.0,
0.9755254942767951,1.0,
0.9755302215530222,1.0,
0.9755302733097948,39.0,
0.9755329949238579,7.0,
0.9755339805825244,,2.0
0.9755349620893008,10.0,
0.9755356300141578,84.0,
0.9755392984430687,3.0,
0.9755395683453238,1.0,
0.9755420875420876,2.0,
0.9755458515283844,44.0,
0.97554975773388,5.0,
0.9755517853465268,300.0,
0.9755517996870108,81.0,
0.97555697008275,2.0,
0.9755638784852269,22.0,
0.9755653450807636,3.0,
0.9755693581780538,32.0,
0.9755695067264574,8.0,
0.9755701179554391,1.0,
0.9755710390790672,11.0,
0.975571223560242,89.0,
0.9755714888232814,10.0,
0.9755728927642652,5.0,
0.9755786895284752,,2.0
0.9755789473684212,2.0,
0.9755805243445692,11.0,
0.9755808968532969,3.0,
0.9755844155844156,1.0,
0.9755891238670696,5.0,
0.9755899104963386,8.0,
0.9755932203389832,19.0,
0.9755940912010276,16.0,
0.9755955441302486,24.0,
0.9755973232470176,4.0,
0.975598047491467,105.0,
0.9756,1.0,
0.9756008619260734,9.0,
0.9756009698649116,52.0,
0.9756011730205278,2.0,
0.9756028368794328,14.0,
0.9756039603960396,11.0,
0.9756065573770492,,1.0
0.975607470718582,16.0,
0.9756076134699854,6.0,
0.975609756097561,11.0,
0.9756137252178054,319.0,
0.975614973262032,1.0,
0.9756169925826028,9.0,
0.9756184960637048,16.0,
0.9756190476190476,6.0,
0.9756195406017468,2.0,
0.9756229299363056,1.0,
