,shop_id,shop_id
4560083514679979779,15.0,1.0
4562260063237951136,9.0,
4562629472492962449,709.0,30.0
4563134929365313911,7.0,
4564038791227407117,108.0,2.0
4568377622439278068,2.0,
4569515441651443546,2.0,
4570261057952989752,33.0,
4570292401206587398,114.0,4.0
4570542231419520374,31.0,
4571715481267183187,129.0,6.0
4572275769437122695,8.0,
4572767155344056215,360.0,11.0
4573673334757838965,5.0,
4575526239885585085,14.0,
4576478679586926886,1.0,
4579144570601608031,1.0,
4579583022711596245,4.0,
4587518192884026184,9.0,
4591221049581824148,3.0,
4597041486209928292,12.0,
4597539457886708531,10.0,1.0
4597827856378592201,4.0,
4598381621022334792,744.0,29.0
4598955649980279579,1.0,
4599362301381586509,2.0,
4601799061727296930,110.0,6.0
4601917490581345389,2.0,
4603138649123670518,26.0,
4605508494581023183,69.0,2.0
4605824483319511858,99.0,6.0
4610801508229076678,55.0,2.0
4615462621516654806,23.0,2.0
4616496938742082853,38.0,3.0
4625821550084084764,6.0,
4627475381769640717,1.0,
4627747243193588362,8.0,
4628072789419365451,33.0,3.0
4628629329687607214,352.0,18.0
4629590182417672844,1491.0,56.0
4631724023544892808,36.0,
4631978379401607029,105.0,4.0
4634471981641802570,6.0,1.0
4635265549782146631,21.0,
4635969340369966275,18.0,1.0
4636758433445464233,9.0,1.0
4638335863785041360,67.0,6.0
4639067076825001449,1.0,
4642511314083602339,734.0,18.0
4644850249665272030,1.0,
4646029711303194004,14.0,
4648772177552427311,16.0,
4652992621552877982,111.0,8.0
4653769573152536796,1.0,
4656165224166274503,71.0,2.0
4664816012476510001,239.0,6.0
4665404519370777224,1401.0,67.0
4665700427867115239,376.0,16.0
4665919000571917232,4.0,
4668244745365641541,1.0,
4673527279542126160,424.0,13.0
4678400715257210776,87.0,7.0
4679161878371536178,30.0,
4680180368869957918,6.0,
4691152265221044687,7.0,
4691269887550643960,21.0,1.0
4692536627813258545,19.0,
4694799312309829998,323.0,12.0
4695805258534432788,13.0,
4696652447982380077,343.0,5.0
4698517097007364701,135.0,5.0
4701182390776510992,3.0,
4704817338318031325,19.0,2.0
4705184567147357914,15.0,
4705702460008771734,153.0,8.0
4706783997808524516,142.0,
4709255132685804477,17.0,4.0
4712330659859054213,9.0,1.0
4712858647956887350,1.0,
4715393768902817270,30.0,
4717010421604783840,307.0,7.0
4717824585508807452,1.0,
4721218347778375326,3.0,
4722528750786704691,3.0,
4723849512964596806,39.0,3.0
4724973432501316722,1.0,
4726686942815366559,707.0,15.0
4730995853316890377,74.0,1.0
4735594467731996027,3.0,
4739361630902200304,6.0,
4739742418798486637,391.0,7.0
4741172506136610556,3.0,
4742774069244140027,4.0,
4743363396272711209,87.0,7.0
4743939440737461945,14.0,
4745666004246181533,6.0,
4747291564626399684,42.0,4.0
4752308968908841967,1.0,
4752877816539067859,259.0,16.0
4752926695032454041,46.0,2.0
4754499104700369835,3.0,1.0
4755118882482541815,10.0,3.0
4755572164267093970,1.0,
4758149845102800100,8.0,
4760272017086344609,1.0,
4762318700568154537,30.0,5.0
4764776498132047819,1.0,
4771593366487097046,33.0,
4773150383317005844,66.0,4.0
4774487131159239307,1.0,
4774668843502885579,2.0,
4779980076817852874,2.0,
4780311504006776658,12.0,2.0
4780907640805808530,259.0,15.0
4782799049149717906,29.0,2.0
4784538641833262146,90.0,
4786952739000700401,1.0,
4788626024473425141,1.0,
4791188645345883463,140.0,4.0
4792693701211778547,37.0,1.0
4795582952985299049,1.0,
4797132201580065186,13.0,
4799736882809256030,656.0,17.0
4799871211842593273,1161.0,23.0
4804296916161753150,320.0,13.0
4808275163012232400,43.0,7.0
4808446790784032574,4.0,1.0
4808533065536809059,129.0,5.0
4809976093392513295,8.0,
4812086694950109939,1.0,
4817418183889152238,3.0,1.0
4817798460578667803,21.0,
4820726245591515006,12.0,
4826859334197172718,65.0,3.0
4827031605973922472,12.0,3.0
4828403058641032848,257.0,8.0
4829441553726741437,2.0,1.0
4830495319522239017,46.0,1.0
4834383232926231653,23.0,
4837978327411122157,29.0,1.0
4839909135856942098,416.0,9.0
4843380939300091646,90.0,
4844351045317840652,64.0,
4847555266175458062,1.0,
4852716678527350924,1303.0,39.0
4853879891359758289,419.0,14.0
4853971445665514992,242.0,9.0
4861725098916933052,3.0,
4862477889410974368,7.0,
4868430973271970182,17.0,
4876019454453705276,3.0,
4880732686147286435,40.0,2.0
4882880555477960200,1.0,1.0
4883113216489499115,61.0,2.0
4883889578374898606,2.0,
4885989684392199728,140.0,6.0
4893535070900765905,426.0,16.0
4893643162726155125,23.0,
4894698911827655838,39.0,4.0
4896110509580310008,6.0,
4897571410221462620,38.0,5.0
4899351311296178780,370.0,15.0
4900355247459043791,688.0,42.0
4903889085550567327,71.0,4.0
4904162868823360724,1.0,
4907106319754453620,30.0,
4907240559625672101,12.0,
4909222578154368113,592.0,16.0
4909872451477713527,2.0,
4911958488901241348,6.0,
4912653109479704723,32.0,3.0
4912869210311930004,3.0,
4918342306041465586,62.0,2.0
4918876293303529196,3.0,
4922620396888006011,9.0,2.0
4927323488813611918,35.0,1.0
4928319378169693189,3.0,
4928597718340626472,520.0,27.0
4929340287687655708,5.0,
4929793958010006784,118.0,2.0
4930317704776481666,10.0,
4931745076049857332,3.0,
4932808744200888839,5.0,
4938766680913383897,201.0,11.0
4943440626188417011,8.0,
4947117553225237262,358.0,14.0
4950657280876570222,5.0,1.0
4951303796520763545,23.0,1.0
4954742467075906285,46.0,7.0
4954894036019286224,3418.0,164.0
4959359759685772714,11.0,
4964237442443490538,61.0,3.0
4964659790000870176,6.0,
4965252194284782111,2.0,
4967088725089105036,62.0,2.0
4967123957069216829,10.0,
4970529303688176758,19.0,
4972275290086361396,23.0,1.0
4972878304135714993,172.0,7.0
4976738171933947719,13.0,
4977212498958361289,14.0,1.0
4978616983632089178,2.0,
4978751078870096188,25.0,
4985968749374066165,3.0,
4988031022301911860,1.0,
4995270795906434484,1761.0,39.0
4995840858012893165,482.0,7.0
4997021638562430154,8.0,
4999476319063535928,55.0,1.0
4999921805157915493,82.0,4.0
5001857691123818845,24.0,2.0
5002955384607113843,36.0,
5006433554187665796,6.0,
5008973815982949701,160.0,
5010531747445499278,119.0,3.0
5010708072417000048,13.0,
5013217692741235535,71.0,1.0
5014037012632417425,34.0,
5018904401733019829,31.0,
5023305006965183841,3.0,
5023886732011380726,152.0,8.0
5024743057432111407,1.0,
5024952358624098294,40.0,
5030206095434797939,26.0,
5030704576151753128,19.0,
5032781134552740814,47.0,
5035124748310357030,21.0,
5036699694911894865,63.0,13.0
5036910300750408489,10.0,3.0
5038406532627991775,127.0,6.0
5038956678766822590,39.0,2.0
5040077128302891717,1.0,
5041937781122457147,37.0,
5045402041190403219,349.0,
5045719406040451565,164.0,6.0
5046261599355197690,302.0,12.0
5049924127065309804,846.0,20.0
5052914512338800334,32.0,
5053675709506604956,29.0,1.0
5056584412860027035,7.0,1.0
5057142492366188473,25.0,10.0
5057210225629113590,9.0,1.0
5057862995677330971,8.0,
5059746605294636141,1.0,
5063379437764403090,23.0,2.0
5069876973200637919,388.0,11.0
5075573034244818276,1.0,
5079949064244629838,6.0,1.0
5091477707593060551,3.0,
5094825076673236169,44.0,1.0
5097916889958974265,20.0,1.0
5101005797863277559,6.0,
5102682754756749995,3.0,
5114717425403050362,2.0,
5116602943963307493,5.0,
5118328952604578192,49.0,2.0
5121385831750904590,274.0,7.0
5123394523994810561,106.0,6.0
5124799219808259568,101.0,2.0
5126139774844754104,261.0,9.0
5127674060133483678,21.0,
5129233818614356336,8.0,2.0
5130643872278786714,4.0,1.0
5133081177699840460,4.0,1.0
5134635740200692273,2.0,
5140224060267225503,106.0,
5140619523754572884,145.0,10.0
5141046332231893736,643.0,14.0
5141733147166896270,4.0,
5142444484583085683,27.0,1.0
5143014888140763815,844.0,19.0
5148045740909515318,7.0,2.0
5149148443168702192,116.0,1.0
5152794332161207115,3.0,
5155366336510089294,52.0,2.0
5166180452375678443,177.0,7.0
5168729450921729466,4.0,
5173372321213894531,167.0,9.0
5176385514108989538,13.0,1.0
5178628068961795461,121.0,4.0
5184665982286458305,4.0,
5187950051917387380,9.0,3.0
5188462005290010942,13.0,
5188861834224500020,1.0,
5191454586054920880,5.0,
5192029944608199738,39.0,2.0
5194374377861458232,4.0,
5199876088333951037,1065.0,54.0
5200560827014129944,51.0,2.0
5202617061386018064,7.0,
5203861406607115661,7.0,
5211111345559045894,,1.0
5213943837071249599,2.0,
5214985025815170278,103.0,9.0
5215971325835388728,31.0,1.0
5217761287075553413,4.0,
5218290347077219593,80.0,
5218357519843444818,3.0,
5219850920778494349,7.0,
5222222635401135199,5.0,
5225014657020346216,2.0,1.0
5225894419166651632,6.0,
5229060992273339919,1.0,
5230709986068652693,2.0,
5232351442108485933,20.0,
5236726581178320215,26.0,
5239284608305401977,73.0,3.0
5241253837165223182,82.0,2.0
5242225652668696546,1.0,
5245543126846332194,16.0,
5247732472048242019,5.0,1.0
5248624223233830199,12.0,
5250640127224706261,33.0,2.0
5252790302752243233,10.0,
5261265559687979558,1.0,
5265730203936328342,377.0,24.0
5267342888280275689,1.0,1.0
5267959526632876121,12.0,
5269287908245095830,1.0,
5269467335818500026,333.0,12.0
5271873850458285946,7.0,1.0
5273781941852359024,38.0,1.0
5275548996133547595,36.0,1.0
5277363226687508138,101.0,3.0
5278297351751345777,427.0,17.0
5279421454366926318,1.0,
5280249601705643377,1.0,
5283675828217804438,68.0,
5284049982293278475,12.0,
5284056964717503105,24.0,
5290954828220924740,2.0,
5297610944693440257,3.0,
5299396867704946166,1.0,
5300139673398669935,33.0,2.0
5302140588120433561,1.0,
5322529928463807395,295.0,8.0
5323044741019911017,108.0,3.0
5323174512017048427,24.0,2.0
5323493496407822794,13.0,
5326654442445258778,6.0,1.0
5328884973041359759,22.0,2.0
5334403535733170892,70.0,1.0
5335903637292995838,9.0,
5340620907139475347,11.0,1.0
5343747908721138566,4.0,
5344860174110053701,222.0,7.0
5348916993354956658,2.0,
5349254780346663023,154.0,6.0
5350320575721574191,10.0,
5350752013283652541,144.0,6.0
5351863464274802826,31.0,
5352377592205289687,70.0,1.0
5359459704402254133,23.0,
5361808721940879731,232.0,6.0
5364716475215045346,41.0,1.0
5366246141717223440,4.0,
5367419746767083544,1.0,
5369194386594379837,12.0,1.0
5370804453664656642,112.0,1.0
5377798380785114578,59.0,4.0
5384266988698356955,,1.0
5386053930121253092,172.0,4.0
5386792304127184042,1.0,
5387347393192958802,3.0,1.0
5392567930667330550,45.0,4.0
5394523850932456084,2.0,
5395785912558212843,7.0,
5397581980129080079,2.0,
5397820869386644635,13.0,
5402117505388776779,1.0,1.0
5404235940974394613,,1.0
5406063686046808537,8.0,
5407421979705782959,2542.0,117.0
5407737409831277206,37.0,
5408687871747914630,39.0,1.0
5413511459873898823,57.0,4.0
5414365591410696175,106.0,10.0
5415056177788709938,54.0,1.0
5415302476335032013,45.0,1.0
5417794770330348498,78.0,4.0
5420712876712642099,11.0,
5428123732344536996,16.0,
5430389494190405528,27.0,
5430900392594112555,153.0,5.0
5432727843935674067,4.0,
5434011538557898746,87.0,
5443171650006260219,270.0,4.0
5444039070388315101,108.0,8.0
5451204618877215141,1.0,
5452003843938607274,4.0,
5452859048631692338,8.0,2.0
5454539377494206782,4.0,
5462247433096515109,54.0,3.0
5462611198875872549,57.0,
5463749057744067711,,1.0
5467855828202061774,1.0,
5471878381197035805,5.0,
5476967995998379076,8.0,
5477878881329240187,6.0,
5478005626959242129,6.0,
5484874255522086855,2.0,
5492085464742977067,26.0,4.0
5492240117195963362,3.0,2.0
5493405962959851065,13.0,
5497083672407526697,191.0,7.0
5498351243877549160,3.0,
5499673253264517068,42.0,
5499951274422613886,65.0,4.0
5502537579751476905,3.0,
5508163545999800938,105.0,5.0
5512228561478483987,1.0,
5514933617894030055,2.0,
5517461898131665051,4.0,
5521233101683655714,34.0,
5527213063432570624,974.0,37.0
5529504804714757745,325.0,19.0
5531305128597626347,3.0,
5532614648884930798,1.0,
5534974065772775732,693.0,38.0
5539945665275904032,3.0,
5541998528114299737,35.0,
5542764190928015097,2.0,
5545975198636880441,2.0,
5548908626302032506,10.0,1.0
5549321194878387514,11.0,1.0
5552287666856845965,5.0,
5553170199990329284,297.0,9.0
5556091193477449120,26.0,1.0
5557922645690522674,19.0,2.0
5559885596018428416,20.0,
5563079840897810959,186.0,8.0
5564078665216872057,32.0,3.0
5565483773509116473,311.0,5.0
5567822629235881465,144.0,3.0
5568460787676144578,2.0,
5572447721555017548,4.0,1.0
5572881825734631582,23.0,1.0
5573098882802265788,3.0,
5575864755201415029,265.0,16.0
5577189518316635916,16.0,
5577361208496241431,21.0,2.0
5579804216976591785,5.0,1.0
5581953288053204227,13.0,3.0
5582171352130236343,6.0,
5583438794812748600,7.0,
5584924713813500009,2.0,1.0
5586560838383578388,2.0,3.0
5587925381212395308,44.0,1.0
5594090106185909787,142.0,4.0
5596833753758422071,294.0,12.0
5597918953716155799,449.0,10.0
5601058565760035323,1174.0,43.0
5603526286788257115,2.0,
5607435773858873451,1.0,
5608094805975074842,6.0,
5614734741700356863,3.0,
5622065943854299934,1.0,
5623002491316674608,8.0,
5625262194755637197,83.0,
5630291522920621448,109.0,7.0
5631410833464804078,4.0,
5633617794434162359,17.0,1.0
5634041507810718544,27.0,
5638156051567942402,134.0,3.0
5638280225988213678,73.0,4.0
5640304709831572557,6.0,2.0
5641507934280322559,1.0,
5647522159666062538,23.0,2.0
5650866284531646148,20.0,
5658248537579683321,2.0,
5665415385620855673,4.0,
5671021827957571300,1.0,
5673436560128013359,333.0,9.0
5673437235047999864,58.0,7.0
5674103283669302540,12.0,
5677216966920740969,4.0,
5679011203491038349,4.0,
5679421735737732481,1.0,
5679813704509678733,563.0,23.0
5680112716701209371,11.0,
5680896981664698740,4.0,
5684952032865812670,1.0,
5685054449970513979,3.0,
5686822815384976126,3.0,2.0
5689434896345196504,6.0,1.0
5691129969869285459,5.0,2.0
5699492158402096224,4.0,
5700310829412018055,12.0,1.0
5700641958863249898,1.0,
5702542931664684179,53.0,2.0
5704071424010950462,28.0,2.0
5706521832934503545,29.0,2.0
5706789334087113705,4.0,
5710660888245905767,16.0,
5710960800757535401,1.0,
5712053718538161818,23.0,
5713414434121057493,16.0,
5718785401066435021,627.0,21.0
5720876433860049498,10.0,1.0
5721383651554678133,5.0,
5721901004785517113,85.0,6.0
5725290988808280649,36.0,2.0
5725356790331500178,53.0,1.0
5725397525318788338,1.0,
5727749236458837914,193.0,5.0
5732349531076584434,17.0,2.0
5733634978450298856,9.0,
5734614428235253231,4.0,
5736274784113884375,18.0,1.0
5740218311477151872,260.0,15.0
5740808326992285353,53.0,1.0
5742686405160674088,5.0,
5742797706103179531,5.0,
5743611657894946838,13.0,
5746598272263962615,70.0,2.0
5748900692419931031,2.0,
5751889336397022360,575.0,32.0
5752425614088545873,7.0,1.0
5754639358343196651,616.0,32.0
5756884263958610920,1.0,
5757586248040990969,4.0,
5758141675654109314,58.0,3.0
5760222513653551638,204.0,10.0
5760250911998219460,5.0,
5761239695740988611,27.0,
5761511646628493911,8.0,1.0
5765863975995176504,3.0,
5768417165868043524,1.0,
5769696473030423480,121.0,
5769911891659867877,6.0,
5775830979274499040,1556.0,67.0
5776359506840877741,5.0,2.0
5777154965214520454,1502.0,47.0
5779828474692016388,58.0,2.0
5782769568007652277,181.0,6.0
5786423997616306119,359.0,10.0
5787423406806910832,1.0,
5788103339808141416,26.0,
5789939869709203918,37.0,1.0
5797267496086162840,5.0,
5800300114496240736,12.0,
5802133866258893832,41.0,4.0
5802904580940806087,955.0,34.0
5808362043582061894,2.0,
5808369821123633030,1.0,
5810114222704468035,19.0,1.0
5813143468854095050,3727.0,125.0
5815753733352942551,6.0,3.0
5819265531449868745,44.0,1.0
5819541845490435253,32.0,1.0
5819589163246687666,187.0,11.0
5821013105261691083,3.0,
5822356868799796169,1.0,
5822510292768117615,17.0,1.0
5823706701233395825,49.0,1.0
5827758342433715747,3.0,
5829729320339396622,111.0,8.0
5830136420017041232,450.0,13.0
5830767642257531950,188.0,9.0
5831026191427288070,125.0,1.0
5833499716823055433,11.0,1.0
5833738815732143534,735.0,22.0
5836913641099989147,136.0,5.0
5837874950766255572,2.0,
5838222717896764956,21.0,1.0
5841192585641288284,16.0,
5843295601336974125,8.0,1.0
5844748875447748596,2.0,1.0
5844762967101429583,1.0,
5845632880219770837,33.0,2.0
5846919818092254545,273.0,4.0
5847798100573289096,2.0,
5847807925812793075,12.0,
5849106197504767520,60.0,
5852964942515798010,108.0,7.0
5853475075621563569,39.0,
5853586798387185639,1.0,
5854333940519489239,3.0,3.0
5855671327697783812,117.0,2.0
5860138656520267938,638.0,12.0
5861537598235078065,372.0,23.0
5866280468022312022,4.0,
5869639910060445138,35.0,
5875820997982069070,1.0,
5881507891502901597,14.0,
5881976214253341951,529.0,24.0
5882584414596882583,1005.0,35.0
5883734404093907771,1.0,
5883821115072788623,58.0,
5886939859343028537,1.0,
5888313214601762154,1.0,
5895298905937243800,268.0,15.0
5898491572107054394,22.0,1.0
5899579721551865029,4.0,
5902741009297952253,120.0,4.0
5905729366861431028,2.0,
5906555551648626397,8.0,
5912007303018781525,15.0,2.0
5912228109339467609,1230.0,40.0
5917295084158746772,32.0,1.0
5921714728934535381,6.0,
5926664674345747050,81.0,4.0
5929116134894270445,86.0,1.0
5933249147852413494,1.0,
5934096373892217853,1.0,
5938683929001645271,1.0,
5938890633072474572,215.0,5.0
5941635029416749411,5.0,2.0
5944328130790911471,9.0,2.0
5944889926837496781,33.0,
5948066859815199783,15.0,1.0
5948439221188444071,52.0,3.0
5957364567946070838,1.0,
5958392982263444487,6.0,
5959197311177420369,21.0,4.0
5960274626265222433,4.0,
5961974417481004552,26.0,2.0
5963251734758523109,389.0,22.0
5965128262672848132,3353.0,145.0
5965612786615143500,4.0,
5970806171123441406,1.0,
5973834519720252279,6.0,
5974502293943646893,53.0,3.0
5974901063158657648,12.0,
5975886712671804617,203.0,3.0
5976755708148370113,9.0,2.0
5989890029803048136,232.0,
5990629178677034397,701.0,5.0
5991676792706028807,46.0,2.0
5994422281647666879,255.0,15.0
5994712250806484337,13.0,
5997012633513396796,809.0,22.0
5997186606762738845,2.0,1.0
5998703652216682518,2.0,
6005544222379092501,1.0,
6012612740250711779,36.0,
6013591874048979572,21.0,1.0
6018505021262029013,452.0,12.0
6030722578606348932,34.0,5.0
6031886921768257014,,3.0
6035218635270645821,1.0,
6036741671390053717,11.0,
6037152128566042555,13.0,1.0
6042715070579303114,195.0,8.0
6046349121882130820,262.0,9.0
6046743813086289684,4.0,
6048302714620599327,551.0,32.0
6051960494771325979,100.0,4.0
6052184088712244302,22.0,
6053227285400383366,14.0,2.0
6053324517962129576,22.0,1.0
6054738661466029570,33.0,
6063700359322450989,1.0,1.0
6065392948681570117,45.0,
6066836491786580221,3.0,
6069317851840422424,2.0,
6069724706646125921,73.0,5.0
6071498802983152663,13.0,
6073132978565688076,70.0,5.0
6078479337956338613,3.0,
6089619326146243029,43.0,4.0
6094142222630677924,123.0,
6097421958947400218,31.0,1.0
6099824017226537228,67.0,5.0
6105711786391510354,4.0,1.0
6106293875348804231,3.0,
6109097578820088925,3.0,
6112043432638259296,1.0,
6113439366154597573,2.0,1.0
6116531858882267105,148.0,3.0
6116633848341789274,170.0,
6119533504870854840,1.0,
6119993302093091646,201.0,5.0
6122019572944118848,3.0,
6124767822726521240,54.0,2.0
6125170572381981360,15.0,
6125186657674348235,1.0,
6126832793314314471,7.0,
6127125494739227770,43.0,2.0
6128959578270202960,1.0,1.0
6133389387359067012,12.0,1.0
6134355454982746619,1777.0,37.0
6135027128547306954,6.0,
6139478696198118894,1.0,
6140831108570355477,376.0,17.0
6141473916365267339,2.0,
6142626560767140766,108.0,5.0
6147271758846066414,38.0,1.0
6147737886549892275,2.0,
6148598329561094779,276.0,12.0
6155263929845073392,3.0,
6155906000743108905,202.0,9.0
6156572476326980071,1.0,
6159477247771095848,2.0,
6161667352500791664,3.0,
6162359179408781264,123.0,8.0
6162448538734450169,1.0,
6168024332533338983,229.0,6.0
6176408400523239077,4.0,
6181884411108219005,622.0,41.0
6182070885120812504,2.0,
6182893123058238954,5.0,
6186543837868190674,1387.0,54.0
6189920536039113258,37.0,1.0
6190509013097761319,21.0,2.0
6192759222178652845,1.0,
6197772571158778387,2.0,
6199355044352729559,1.0,
6199788525303122090,22.0,3.0
6200694414186246677,90.0,1.0
6200745619961863869,1.0,
6201886552419291192,12.0,
6206127973209054027,202.0,10.0
6209851015656099376,1.0,
6210736616539867196,2.0,
6216358778175171041,57.0,
6219215257287175887,1.0,
6222285184531385233,13.0,1.0
6227927977313337344,7.0,
6231793178881864359,,1.0
6233511657422912778,37.0,
6243058596717416828,47.0,6.0
6244514874340251632,48.0,2.0
6244933171089048032,544.0,13.0
6245002417333406052,193.0,2.0
6246031906158545847,1.0,
6249871478708645588,16.0,1.0
6252768893438008923,105.0,6.0
6252881393360345963,63.0,
6253730181592876198,194.0,8.0
6254369893048134923,298.0,8.0
6254564107024875631,1.0,
6254983322078804832,2.0,
6256232437352891281,1.0,
6256411894607352086,36.0,
6257126451820134132,896.0,41.0
6260004277588808964,16.0,
6260419415675552717,66.0,4.0
6261457975087758106,2.0,
6271204303095097877,1.0,
6272253038523205511,5.0,1.0
6273958399152234205,118.0,8.0
6277241469903857244,6.0,
6277422085259476897,6.0,1.0
6278283717648040238,26.0,2.0
6279312942660081028,780.0,46.0
6281260901254863364,1.0,
6283291642936596131,56.0,1.0
6284799590079107833,5.0,
6286198886002650413,23.0,
6288117082132324989,448.0,11.0
6291244227070720310,1.0,
6295662885168198313,5.0,3.0
6295992766844209301,12.0,
6296531900489038893,136.0,5.0
6298357637977349931,7.0,
6299097131676097039,18.0,
6299954310044053351,283.0,10.0
6300834697272161178,370.0,21.0
6303960889489334353,92.0,1.0
6304817926733760037,24.0,2.0
6309600612558019871,32.0,3.0
6310211524796303633,3.0,
6312542079703978074,979.0,30.0
6315502105732861034,71.0,2.0
6315922819025157938,24.0,2.0
6316678826986185247,1.0,
6316988577577879099,6.0,
6323916443173607185,15.0,
6324954497953996146,4.0,
6329295288897369673,283.0,8.0
6331073269106155572,7.0,1.0
6331496105287532881,108.0,8.0
6333683541003472983,1.0,
6335140547499987447,38.0,2.0
6339536120642791770,49.0,
6343759017594670228,1548.0,54.0
6344489044697135072,23.0,
6344534275895585963,20.0,2.0
6346149022429334085,5.0,
6346800100677347790,91.0,6.0
6349335764620761517,1.0,
6350559725019006215,31.0,
6351389927541171399,1.0,
6354989801433173939,8.0,
6355450711064447498,1.0,
6358414163532198475,,1.0
6360570331414732561,11.0,
6360590783261287922,6.0,1.0
6364862797081597769,53.0,2.0
6365984817954078029,5.0,
6366246013535241103,3.0,1.0
6367498831439403347,2.0,
6373620378482589889,18.0,
6373715047335222969,3.0,
6375873342364677872,31.0,2.0
6382074571106425817,10.0,
6383345314136855935,8.0,
6383936468712840345,2.0,1.0
6384828859996429788,128.0,7.0
6388658749939330181,1.0,
6396042451116856684,8.0,
6398580460036417273,108.0,5.0
6403174128594038083,14.0,1.0
6408002532646200713,3.0,
6408028514828839074,7.0,1.0
6415951277661641690,209.0,8.0
6416450847860366532,13.0,1.0
6419968885868975562,2.0,
6421700550989768063,103.0,6.0
6424135219978039453,84.0,2.0
6428172187295369156,1.0,
6428294656264518255,1.0,
6428970675986792670,130.0,4.0
6432829210826645454,3.0,
6440246754813885396,7.0,1.0
6441046751098677695,36.0,
6442398073208949869,146.0,6.0
6444304657645844799,9.0,
6455337496067431388,24.0,
6455689141374693944,67.0,
6458696858799931753,8.0,
6459985180882789319,18.0,
6460023802382855986,15.0,1.0
6460648605375615676,3.0,2.0
6463813842290780423,6.0,
6466670616621786884,4.0,2.0
6471885523269150104,12.0,
6471948602702531990,11.0,1.0
6473845323573167810,1.0,
6479834173018661017,141.0,2.0
6480691900039249089,106.0,2.0
6482884250692320422,318.0,13.0
6483120438633327255,7.0,
6484040784485951600,6.0,
6495128987668657093,1045.0,21.0
6497414213871863923,104.0,
6497884252099029173,31.0,3.0
6499287175950792878,590.0,32.0
6503814454789773602,90.0,2.0
6507592350212630320,3.0,
6508307032322058564,10.0,
6509016193624874009,29.0,
6510483565649274151,4.0,
6514225647857605911,534.0,8.0
6517185343535948223,26.0,2.0
6519336921781329002,1084.0,51.0
6523010335816291449,10.0,
6527858940430538608,27.0,1.0
6532655658506886002,4.0,
6533516417005192455,2.0,
6535907640817294342,53.0,2.0
6538419982917884384,177.0,6.0
6540214099357382732,415.0,13.0
6540620985849767250,551.0,20.0
6542266100692447127,,1.0
6542789075596109129,957.0,36.0
6546144952533402893,54.0,2.0
6553123610450431691,1.0,
6555870874801606356,54.0,2.0
6557009076834407851,1.0,
6557626977721142631,104.0,1.0
6561014522607446920,6.0,
6562840017614153006,1.0,
6563308316944252659,24.0,1.0
6564207804848878826,9.0,
6567334407721021728,175.0,7.0
6574930599778590275,3.0,
6579603050819922046,1.0,
6581613229917430733,4.0,
6585736059145151931,151.0,5.0
6589073830689133312,3.0,1.0
6590450721653109019,1.0,
6591085286905233844,48.0,6.0
6593603846790326296,12.0,1.0
6597981382309269962,11278.0,489.0
6599055718189963896,1.0,1.0
6601332678360654669,116.0,5.0
6604354585890675520,7.0,
6605899857712950948,39.0,5.0
6619189454258536495,,1.0
6619301135243512458,18.0,1.0
6620292071882593813,141.0,3.0
6622647717976293081,74.0,3.0
6624159130159589920,180.0,9.0
6626359246931418109,28.0,
6628490840209239903,94.0,
6630496081990705338,21.0,2.0
6632405248836541111,16.0,
6635220515139352173,1283.0,60.0
6640178577654948290,157.0,2.0
6642568563427911256,31.0,3.0
6642981405574529349,5.0,
6643997385069318942,3.0,
6646025461103336831,2.0,
6651489443651383548,18.0,2.0
6654524747756035521,20.0,
6655108121694849267,1.0,
6656844376745916910,,1.0
6657158215374185125,1.0,
6660216355722531450,42.0,5.0
6661174876050627256,6.0,
6661234921034544876,28.0,3.0
6663915939753824225,35.0,6.0
6666650776128823014,22.0,
6667998115096285330,62.0,1.0
6668337670657794325,39.0,
6670234816094705542,14.0,
6671507608084689535,29.0,3.0
6673302001541152751,3.0,
6673416224428620534,1754.0,72.0
6675286220664488516,4.0,1.0
6683535567257773426,9.0,
6685195241121434575,242.0,11.0
6685869801481240494,28.0,
6686755293433084813,316.0,9.0
6687076882908723494,208.0,7.0
6687452498252442892,12.0,
6697093459776042101,8.0,
6698350218364272625,36.0,5.0
6700079270712617644,39.0,
6704671653498759979,13.0,1.0
6706453077345598729,1.0,
6708628072892794170,24.0,
6709081900817877540,660.0,24.0
6709568600070983003,470.0,18.0
6717522982721116037,45.0,2.0
6720904879301032472,38.0,1.0
6723668068464610841,1.0,
6724109755868445375,53.0,1.0
6725660038538369112,2.0,
6726841897031560780,1.0,2.0
6727881685759949599,2.0,
6730043618861397029,468.0,17.0
6731912281929687512,2.0,3.0
6732101033538972959,1866.0,73.0
6733250268209630631,4.0,
6737486985567950988,21.0,
6739087276280870925,5.0,
6739853229891384046,52.0,1.0
6740686583172744208,1443.0,44.0
6743031839896917135,75.0,5.0
6746030701331241006,3.0,1.0
6746373071185314707,22.0,3.0
6756562270617198996,145.0,4.0
6761714357153820628,8.0,2.0
6764523132891870704,131.0,4.0
6765930309048922341,20.0,2.0
6767871234441861666,6.0,
6768355095170828465,29.0,2.0
6770043281450657136,38.0,3.0
6770049439786904685,6.0,2.0
6772345448091754059,42.0,
6772837279283779588,12.0,
6776053740034874618,7.0,
6787895480875276693,8.0,
6795193096080908994,89.0,4.0
6796433467807558717,17.0,
6797906410614945222,2.0,
6799933874751263933,29.0,
6805092829614771288,1.0,
