,shop_score_description,shop_score_description
0.9745015105740182,1.0,
0.9745019920318724,4.0,
0.9745022531749284,6.0,
0.9745051804215792,6.0,
0.9745084745762712,12.0,
0.9745103805797176,6.0,
0.9745113102859582,,8.0
0.974512836374884,1.0,
0.9745132743362832,3.0,
0.9745148297326988,199.0,
0.9745212005717008,27.0,
0.9745222929936306,9.0,3.0
0.9745234357479255,27.0,
0.9745241632439046,63.0,
0.974529411764706,2.0,
0.9745296383745496,23.0,
0.9745318352059926,8.0,
0.974533925174382,1.0,
0.9745372005044136,77.0,
0.9745410036719706,1.0,
0.9745454545454546,21.0,
0.9745480028030832,1.0,
0.9745536384096024,6.0,
0.974554351625306,1.0,
0.9745565749235474,3.0,
0.9745597897503284,,1.0
0.9745602605863192,78.0,
0.9745610203546782,62.0,
0.9745682102628286,1.0,
0.9745702984537936,30.0,
0.9745706145706146,59.0,
0.9745756814227722,5.0,
0.974576656673214,122.0,
0.974576953364249,4.0,
0.9745794392523366,31.0,
0.9745810361098696,4.0,
0.974581560283688,1.0,27.0
0.9745841325196164,33.0,
0.974585565710684,1.0,
0.9745882352941176,7.0,
0.9745920538320716,2.0,
0.9745940390544708,9.0,
0.9745945945945946,4.0,
0.97459510955859,49.0,
0.9745961002785516,2.0,
0.9745966886273348,775.0,
0.9745990180032732,10.0,
0.974599574769667,3.0,
0.9746009472022452,,2.0
0.9746009894600988,1.0,
0.9746011502569072,603.0,
0.9746031746031744,6.0,1.0
0.9746037919299952,20.0,
0.9746075085324232,9.0,
0.9746110765401371,1.0,
0.9746123332131268,25.0,
0.9746125461254612,199.0,
0.9746179401993356,1.0,
0.9746191247974068,88.0,
0.9746206896551726,10.0,
0.974621595730122,2.0,
0.9746223564954684,3.0,
0.9746240276577356,1.0,
0.9746260032102728,1.0,
0.9746264020707508,4.0,
0.9746300211416492,23.0,
0.9746305532859356,529.0,
0.9746338782799836,3.0,
0.9746341463414634,3.0,
0.9746343148260082,,17.0
0.9746368715083801,1.0,
0.974638957379359,8.0,
0.9746393588601958,2.0,
0.974647137150466,64.0,
0.97464725643897,85.0,
0.9746516199490354,598.0,
0.9746517502706604,7.0,
0.9746532115969886,10.0,
0.9746533807068628,16.0,
0.9746536826224113,1.0,
0.9746543778801844,26.0,
0.9746557884071884,,3.0
0.9746561751625042,4.0,
0.9746572104018912,1.0,
0.974658935558384,,195.0
0.9746668838573058,,1.0
0.9746669578510592,22.0,
0.9746680051627707,626.0,
0.9746714456391876,1.0,
0.9746718146718149,4.0,
0.9746719845963416,1.0,
0.9746739130434784,10.0,
0.974675011087567,,4.0
0.9746776084407972,4.0,
0.9746792130025664,2.0,
0.9746809295462928,6.0,
0.9746809810596142,4.0,
0.9746810273405138,3.0,
0.9746816479400752,1.0,
0.9746821044078816,92.0,
0.9746827069273654,2.0,
0.9746831955922866,1.0,
0.9746835443037976,,2.0
0.974684333593141,4.0,
0.9746848602988952,2.0,
0.9746878032999028,2.0,
0.9746892655367232,21.0,
0.9746902394828348,1.0,
0.9746921443736728,1.0,
0.9746926698049764,224.0,
0.9746938775510204,18.0,2.0
0.9746990897975818,235.0,
0.9747008547008548,7.0,
0.974703415602292,,35.0
0.9747037096515176,9.0,
0.9747043283885392,86.0,
0.9747049269085002,,1.0
0.9747065868263474,213.0,
0.9747119645494832,2.0,
0.974714170501447,494.0,
0.9747179678744864,11.0,
0.9747181701482088,13.0,
0.9747222222222224,9.0,
0.9747223286097282,3.0,
0.9747237996902428,,4.0
0.9747239263803682,6.0,
0.9747251126587464,41.0,
0.9747272033574972,10.0,
0.974730056406124,12.0,
0.974731441398108,1.0,
0.9747326436495076,105.0,
0.9747354670150228,3.0,
0.9747368421052632,22.0,17.0
0.9747398636526732,16.0,
0.9747420758234928,181.0,
0.9747441457068518,9.0,
0.9747449347321212,2.0,
0.9747469982847344,11.0,
0.9747487083137624,11.0,
0.9747504025764896,7.0,
0.9747522935779818,16.0,
0.9747527084314648,,14.0
0.9747539320142059,3.0,
0.9747546001180908,591.0,
0.9747547974413646,1.0,
0.974757111597374,,10.0
0.9747572815533979,4.0,
0.9747593225994828,32.0,
0.9747597693786036,1.0,
0.9747599954175736,19.0,
0.9747657044931184,6.0,
0.9747666349163152,,1.0
0.9747670250896056,22.0,
0.9747692307692308,5.0,
0.9747714583716792,58.0,
0.9747717842323652,,6.0
0.9747739513628202,,15.0
0.9747741147741148,25.0,
0.9747752442996744,2.0,
0.9747891808939192,68.0,
0.9747899717748632,37.0,
0.9747921563576648,98.0,
0.9747928994082842,1.0,
0.9747985347985348,27.0,
0.9748054149862572,10.0,
0.9748094133244944,3.0,
0.9748112058465286,2.0,
0.9748114568308264,,41.0
0.9748118401450871,111.0,
0.9748121171991392,33.0,
0.9748127600554786,24.0,
0.9748148148148148,4.0,
0.974816881757935,1.0,
0.9748177601060304,5.0,
0.974818241903503,35.0,
0.9748223350253806,1.0,
0.9748225856217216,2.0,
0.9748235294117646,4.0,
0.9748236987287121,76.0,
0.9748268047911944,1.0,
0.9748314606741572,28.0,
0.9748324324324324,8.0,
0.9748339178873532,2.0,
0.9748414163450244,7.0,
0.9748433205057724,4.0,
0.9748438456827924,59.0,
0.9748449791763074,7.0,
0.9748488512696494,1.0,
0.9748489160458692,50.0,
0.974850051706308,6.0,
0.9748590947907771,1.0,
0.9748604992657856,8.0,
0.9748673373050754,91.0,
0.9748686930556618,86.0,
0.974869109947644,14.0,
0.9748698617842396,,7.0
0.9748717948717948,,1.0
0.9748729792147806,45.0,
0.9748736926790024,3.0,
0.9748754748839172,6.0,
0.9748762635064484,7.0,
0.9748778355022888,8.0,
0.9748837209302326,7.0,
0.9748872180451128,1.0,
0.974892136395268,2.0,
0.9748980852378012,1.0,
0.9748982035928144,2.0,
0.9748990523279771,6.0,
0.9749071038251368,2.0,
0.974907488986784,1.0,
0.9749090452891732,84.0,
0.9749121071455752,63.0,
0.9749134001823154,55.0,
0.9749161758042592,18.0,
0.9749171060153718,27.0,
0.9749193293261628,4.0,
0.9749237170596394,9.0,
0.974924140778202,9.0,
0.9749244232299126,,10.0
0.9749253731343284,1.0,
0.9749278215223098,,47.0
0.9749280847842544,1.0,
0.9749299676773896,17.0,
0.9749305989746156,91.0,
0.9749368191721132,1.0,
0.9749376693766938,8.0,
0.9749377593360996,8.0,
0.9749379178605541,78.0,
0.9749381698268756,6.0,
0.9749392498679346,66.0,
0.9749404344779258,18.0,
0.9749413714586656,,35.0
0.9749433962264152,1.0,
0.974944071588367,12.0,
0.9749483013293944,,1.0
0.974949461336883,132.0,
0.9749506638425376,,3.0
0.9749519262214664,85.0,
0.9749528212272816,14.0,
0.974955019791292,3.0,
0.9749551345962112,8.0,
0.9749565217391304,1.0,
0.9749569821310392,1.0,
0.9749576988155668,2.0,
0.97496115427303,3.0,
0.9749618320610688,2.0,
0.9749622013909888,1.0,
0.9749640287769784,35.0,
0.974965986394558,5.0,
0.9749672447013488,1.0,
0.9749706635815224,103.0,
0.9749706687524442,2.0,
0.974971514010982,6.0,
0.9749735654416508,7.0,
0.9749737248840804,1.0,
0.974975688816856,1.0,
0.974977973568282,8.0,
0.9749792416274564,61.0,
0.9749800796812752,4.0,
0.974980720538832,1.0,
0.9749877149877152,,1.0
0.9749885057471266,5.0,
0.9749892933618844,,10.0
0.9749899302865996,18.0,
0.9749907235621522,8.0,
0.9749915966386556,2.0,
0.9749918166939444,,1.0
0.9749952785646836,3.0,
0.975,10.0,
0.975003039513678,2.0,
0.9750030998140112,1.0,
0.975004975124378,,4.0
0.9750052421891382,137.0,
0.9750152403282532,18.0,
0.9750157728706624,16.0,
0.975016274252864,122.0,
0.9750210970464136,1.0,
0.9750213101815312,56.0,
0.9750226244343893,3.0,
0.97502691065662,,1.0
0.97502722323049,6.0,
0.9750279181068866,47.0,
0.9750279329608936,,13.0
0.9750284629981024,19.0,
0.9750342646283608,6.0,
0.975035460992908,5.0,
0.9750417827298051,18.0,
0.9750451735615788,17.0,
0.9750458715596332,6.0,
0.9750492570261278,116.0,
0.9750519750519749,2.0,
0.9750529355149182,314.0,
0.9750537634408604,5.0,
0.9750570342205322,1.0,
0.9750615258408531,36.0,
0.9750649350649352,1.0,
0.97506817296455,1.0,
0.9750687442713106,2.0,
0.9750695603784084,1.0,
0.9750725779967159,94.0,
0.97507396850168,111.0,
0.9750746268656716,2.0,
0.9750803461063041,2.0,
0.9750830039525692,2.0,
0.9750837572899864,60.0,
0.9750898203592816,14.0,
0.9750930626057529,1.0,
0.9750940766550522,2.0,
0.9751001540832048,1.0,
0.975100864553314,5.0,
0.9751014040561624,,2.0
0.9751029748283752,5.0,
0.9751053159478436,89.0,
0.9751067323481116,3.0,
0.9751068883610452,4.0,
0.9751111111111109,14.0,
0.975114727006928,83.0,
0.9751166407465008,18.0,
0.9751184346035016,,1.0
0.975119322555812,3.0,
0.9751196172248804,1.0,
0.9751199338296112,1.0,
0.9751206434316356,4.0,
0.9751207207207206,35.0,
0.9751211631663974,6.0,
0.9751221679253664,6.0,
0.9751240875912408,7.0,
0.9751258186832126,3.0,
0.975129272291588,23.0,
0.975129740518962,120.0,
0.9751301684532924,4.0,
0.9751329243353783,3.0,
0.97513397642015,,2.0
0.9751351351351352,11.0,
0.9751380617217108,15.0,
0.9751384615384616,2.0,
0.9751401657019636,3.0,
0.9751404958677689,2.0,
0.9751407129455912,,19.0
0.975141098288748,,2.0
0.9751413876905108,6.0,
0.9751456310679611,1.0,
0.9751495016611296,,2.0
0.9751495669931552,66.0,
0.975149863760218,16.0,
0.9751527682058352,5.0,
0.9751550520654536,6.0,
0.975155805491234,172.0,
0.9751587861679604,1.0,
0.9751589973812196,1.0,
0.9751641791044776,9.0,
0.975168374816984,1.0,
0.9751699674844811,93.0,
0.9751724137931036,66.0,
0.9751738897806316,8.0,
0.9751752672106656,1.0,
0.9751783783783784,28.0,
0.975179760319574,,2.0
0.9751831644583008,4.0,
0.9751833051325438,7.0,
0.9751841569498428,1.0,
0.9751852316965968,23.0,
0.9751853184598778,,10.0
0.9751898734177216,1.0,
0.9751905387647832,9.0,
0.9751924492081268,56.0,
0.9751937984496124,184.0,
0.9751986569669836,13.0,
0.9751996836694344,37.0,
0.975202492211838,23.0,
0.975204476969436,7.0,
0.9752046783625732,20.0,
0.9752066115702479,2.0,
0.9752083333333332,2.0,
0.9752110405963534,2.0,
0.9752112676056336,2.0,
0.975212789912182,3.0,
0.97521421107628,117.0,
0.9752145454545456,5.0,
0.9752154374834788,26.0,
0.9752168525402728,2.0,
0.9752186116605444,26.0,
0.9752207223641008,3.0,
0.9752212389380532,17.0,
0.9752216814075492,42.0,
0.9752229379815588,3.0,
0.9752230971128608,,2.0
0.9752258064516128,19.0,
0.9752264381884944,2.0,
0.975226775101658,24.0,
0.9752294220665498,1.0,
0.9752299572756972,92.0,
0.9752299753197218,,1.0
0.9752313167259788,6.0,
0.9752321981424148,4.0,
0.9752340784479124,1.0,
0.975234521575985,2.0,
0.975235711305799,3.0,
0.9752363355266878,32.0,
0.9752402487280948,17.0,
0.9752405721716516,5.0,
0.9752406302886908,146.0,
0.9752486187845304,2.0,
0.975249001732841,45.0,
0.9752494279176204,9.0,
0.9752517985611512,26.0,
0.9752530933633295,5.0,
0.9752544613350959,1.0,
0.975254748266506,1.0,
0.9752555701179556,,7.0
0.975258483261216,1.0,
0.9752601156069364,30.0,
0.9752618453865336,1.0,
0.9752639517345398,92.0,
0.9752677029360968,3.0,
0.9752684789934848,,4.0
0.9752704791344669,5.0,
0.9752710495963092,1.0,
0.9752711496746204,2.0,
0.9752719877986782,4.0,
0.9752753108348136,,1.0
0.9752763474081704,151.0,
0.9752769679300292,7.0,
0.9752781211372064,49.0,
0.9752788664455834,,1.0
0.97527950310559,4.0,
0.9752855051244508,2.0,
0.9752857234685351,,12.0
0.9752874859075537,1.0,
0.9752881061799016,55.0,
0.9752890422778258,,1.0
0.9752910430030886,,1.0
0.9752936206168146,1.0,
0.9752941176470588,5.0,
0.9752956636005256,23.0,
0.9752976791120079,2.0,
0.9752982456140352,21.0,
0.9752992054711858,1.0,
0.9753003802281368,3.0,
0.9753086419753084,,1.0
0.9753094241430024,3.0,
0.9753126142595978,68.0,
0.9753142857142858,9.0,
0.9753150242326334,14.0,
0.9753152229625834,5.0,
0.9753176043557168,,4.0
0.9753191489361704,1.0,
0.9753196480938418,3.0,
0.9753213367609256,4.0,
0.9753233830845772,11.0,
0.9753238741517584,1.0,
0.9753239863584692,5.0,
0.9753266761768902,1.0,
0.9753278570399192,2.0,
0.975333678220383,1.0,
0.9753341740226986,,8.0
0.9753383458646618,2.0,
0.9753394495412844,4.0,
0.9753424657534246,5.0,
0.9753425904848624,8.0,
0.9753459119496856,3.0,
0.975349630471859,3.0,
0.97535192563081,3.0,
0.9753529579879964,1.0,
0.975354200988468,2.0,
0.9753563218390806,,7.0
0.9753593429158112,3.0,
0.9753614079195476,1.0,
0.9753615895748662,68.0,
0.9753701527614572,9.0,
0.9753723337906948,51.0,
0.9753753753753752,7.0,
0.9753846153846152,116.0,
0.9753861660577046,1.0,
0.9753913280610856,166.0,
0.9753917050691244,1.0,
0.9753922174181592,1.0,
0.9753957892006401,184.0,
0.9754010695187167,3.0,
0.9754020706282798,25.0,
0.97540412044374,36.0,
0.9754062309102016,1.0,
0.9754115076474872,12.0,
0.9754124293785312,3.0,
0.9754140306481092,7.0,
0.9754142581888248,,31.0
0.975417851051734,23.0,
0.9754228434279258,31.0,
0.9754265436479772,3.0,
0.9754281670205238,10.0,
0.9754301572617948,3.0,
0.9754318618042228,3.0,
0.9754387680273772,21.0,
0.9754422140189164,1852.0,
0.9754441399322908,8.0,
0.9754466330737516,10.0,
0.9754486345903772,,12.0
0.9754529514903564,1.0,
0.9754545454545456,4.0,5.0
0.9754563106796116,12.0,
0.975457930007446,13.0,
0.9754587045509272,2.0,
0.9754621848739496,6.0,
0.9754666666666668,3.0,
0.975467217346412,7.0,
0.9754684838160136,22.0,
0.9754692808248121,228.0,
0.9754693366708383,1.0,
0.975470588235294,11.0,
0.975471001108238,29.0,
0.9754710826746958,74.0,
0.9754711673699016,2.0,
0.9754754098360656,2.0,
0.9754787654972304,20.0,
0.9754810306875568,67.0,
0.9754816112084064,25.0,
0.9754846779237024,2.0,
0.9754851429376143,27.0,
0.9754954954954956,5.0,
0.9755011838989741,1.0,
0.9755025804866062,1.0,
0.9755029659694036,11.0,
0.9755042527339004,14.0,
0.9755045233124566,1.0,
0.975505702468981,57.0,
0.9755057905932404,,1.0
0.975509415741188,18.0,
0.9755164498852332,5.0,
0.9755175517551756,,2.0
0.9755183116076972,13.0,
0.9755205047318612,3.0,
0.9755213675213674,24.0,
0.9755227645352504,3.0,
0.9755235840466217,48.0,
0.975525925925926,5.0,
0.9755317992389924,43.0,
0.9755339805825244,5.0,
0.97553450608931,4.0,
0.9755369261477044,22.0,
0.9755371900826446,27.0,
0.9755388471177946,2.0,
0.9755414012738854,4.0,
0.9755419936065096,28.0,
0.9755420875420876,,8.0
0.9755458515283844,18.0,
0.975548558973117,2.0,
0.9755487804878048,25.0,
0.975549295774648,51.0,
0.9755499521780716,1521.0,
0.9755509474436896,,1.0
0.9755513737297704,20.0,
0.9755551753635588,7.0,
0.9755555555555556,5.0,
0.975558364938896,1.0,
0.9755589775177088,2.0,
0.975559341283362,1.0,
0.9755604953953636,12.0,
0.9755623100303952,4.0,
0.9755627009646302,10.0,
0.9755708390646494,,21.0
0.9755709595038308,49.0,
0.9755725190839696,19.0,
0.9755761878754778,44.0,
0.9755763239875391,4.0,
0.9755789473684212,3.0,
0.9755794234030526,2.0,
0.9755797493560748,1536.0,
0.9755893965031022,30.0,
0.975589988081049,46.0,
0.9755932203389832,2.0,
0.9755950397557788,6.0,
0.9755971223021582,18.0,
0.9755991285403051,12.0,
0.9756012658227848,55.0,
0.9756016822683488,51.0,
0.9756028368794328,20.0,
0.9756046267087276,1.0,
0.9756053811659192,2.0,
0.9756090444930708,2.0,
0.975609756097561,2.0,
0.9756103575832308,70.0,
0.9756129032258064,40.0,
0.9756141062018646,12.0,
0.9756190476190476,16.0,
0.9756220891550234,30.0,
0.9756246590289144,63.0,
0.975625,5.0,
0.9756260182980324,34.0,
0.9756265356265356,,2.0
0.9756279069767442,10.0,
0.9756286004744156,,2.0
0.9756378600823046,2.0,
0.975641791044776,1.0,
0.9756418968828482,36.0,
0.9756435930924394,1.0,
0.9756439007815154,6.0,
0.9756440281030444,2.0,
0.9756448202959832,,1.0
0.9756476101218371,46.0,
0.9756489061870891,39.0,
0.9756504534212698,31.0,
0.9756517191789776,,9.0
0.9756521739130436,27.0,
0.9756552419354838,38.0,
0.9756567796610168,33.0,
0.9756569414529076,11.0,
0.9756586270871984,1.0,
0.975661431993612,18.0,
0.9756617071260768,4.0,
0.975661971830986,4.0,
0.975664504046552,,8.0
0.9756659112981548,19.0,
0.9756666648701379,1727.0,
0.9756682027649771,1.0,
0.9756739811912228,3.0,
0.9756777418406349,50.0,
0.97568,11.0,1.0
0.9756813417190776,1.0,
0.975684803001876,1.0,
0.9756854410201914,1.0,
0.9756906077348066,12.0,
0.9756914119359534,44.0,
0.975693498865305,17.0,
0.9756958340913224,58.0,
0.9756962025316456,3.0,
0.9756999328768964,1691.0,
0.9757001972386588,2.0,
0.9757049891540129,17.0,
0.9757053291536052,5.0,
0.9757083993660858,17.0,
0.9757120500782472,2.0,
0.975712630359212,18.0,
0.9757137399719852,54.0,
0.9757140045916696,26.0,
0.9757162346521148,1.0,
0.9757164869029276,47.0,
0.9757198443579768,1.0,
0.975721393034826,1.0,
0.9757241379310346,8.0,
0.9757269279393176,4.0,
0.9757276827724956,89.0,
0.9757285429141718,4.0,
0.9757303370786516,6.0,
0.9757310398749024,62.0,
0.9757313109425788,20.0,
0.9757321076822064,25.0,
0.9757357357357356,3.0,
0.9757366771159874,3.0,
0.9757453811017612,7.0,
0.9757457212713936,,6.0
0.9757501692502648,227.0,
0.9757510148849796,2.0,
0.9757520091848452,14.0,
0.975754475703325,,7.0
0.9757575757575758,81.0,1.0
0.975759893943016,,25.0
0.975759922555663,1.0,
0.9757602593500436,1.0,
0.9757605677260106,1.0,
0.9757633136094674,13.0,
0.9757649442755828,1.0,
0.9757671957671958,38.0,
0.9757673293813,1548.0,
0.9757673667205168,50.0,
0.9757697121401752,4.0,
0.9757727391191036,48.0,
0.9757734204793028,17.0,
0.975774647887324,60.0,
0.9757768924302791,10.0,
0.975778140293638,18.0,
0.9757783847054232,8.0,
0.9757837837837836,19.0,
0.9757843814789221,39.0,
0.975785007072136,17.0,
0.9757921207041074,1.0,
0.9757956777996072,1.0,
0.9757983193277312,3.0,
0.9758017124831004,3.0,
0.9758057395143488,39.0,
0.9758071475471344,1.0,
0.9758075601374571,,1.0
0.9758099352051836,11.0,
0.9758133537989256,6.0,
0.975813953488372,3.0,
0.9758150200649724,50.0,
0.975816234202154,331.0,
0.9758172231985942,52.0,
0.9758234295415958,70.0,
0.975825665859564,1.0,
0.9758297872340423,10.0,
0.9758302122347068,6.0,
0.975831517792302,,5.0
0.975833857772184,1.0,
0.9758346581875994,8.0,
0.9758352402745996,1.0,
0.9758358181288562,,489.0
0.9758382918028249,1403.0,
0.9758392741412834,29.0,
0.9758426055559648,4.0,
0.975843137254902,1.0,
0.9758490566037736,11.0,
0.9758502340093604,4.0,
0.9758540630182422,127.0,
0.9758551307847084,4.0,1.0
0.9758562874251496,13.0,
0.9758599019562167,10.0,
0.9758606908364259,,1.0
0.9758616867211384,158.0,
0.9758618042226488,37.0,
0.9758620689655172,348.0,
0.9758658594425692,291.0,
0.9758681758235388,291.0,
0.9758690454294651,3.0,
0.9758707582901756,2.0,
0.9758714462299134,1.0,1.0
0.9758728188345488,341.0,
0.9758730158730158,2.0,
0.975874245697683,1.0,
0.9758756913352646,58.0,
0.9758762024257632,4.0,
0.9758762886597938,2.0,
0.9758769230769232,3.0,
0.97587786259542,3.0,
0.9758782849239279,2.0,
0.9758785249457701,,15.0
0.975881895881896,4.0,
0.9758833063209076,,57.0
0.9758847432582196,1.0,
0.9758864695049291,58.0,
0.9758869701726844,7.0,
0.9758904109589042,4.0,
0.9758920767623028,50.0,
0.9758954650269024,69.0,
0.9758961038961038,12.0,
0.9758964463042864,58.0,
0.9758982920251702,35.0,
0.9758995815899584,13.0,
0.9759000709479072,71.0,
0.9759012459223706,337.0,
0.9759024432582564,53.0,
0.9759027655451822,5.0,
0.9759036144578312,7.0,
0.9759055118110236,1.0,
0.9759056464019144,367.0,
0.9759078223867814,,148.0
0.975909866848754,2.0,
0.9759105383988744,33.0,
0.9759229058561898,6.0,
0.9759243441122636,1.0,
0.9759244287845052,62.0,
0.975925925925926,5.0,
0.9759298569450854,3.0,
0.9759302675082656,64.0,
0.9759342915811088,11.0,
0.97593984962406,1.0,
0.9759405553382872,10.0,
0.9759433354797168,1.0,
0.9759436066743998,1.0,
0.9759519038076152,46.0,
0.9759560996200928,1.0,
0.9759574468085108,3.0,
0.975959038991729,1.0,
0.9759656652360515,12.0,
0.9759709740675104,1.0,
0.9759729599227428,,7.0
0.975973648517729,4.0,
0.9759736938253564,,5.0
0.9759778302193164,,5.0
0.9759840954274356,13.0,
0.9759843349902096,1.0,
0.9759929269186812,77.0,
0.976,39.0,4.0
0.9760023074704356,7.0,
0.9760031164783792,,7.0
0.976004331348132,2.0,
0.9760068551842332,3.0,
0.9760115329168668,10.0,
0.976013179571664,8.0,
0.976017130620985,11.0,
0.976018168054504,5.0,
0.9760206718346254,30.0,
0.9760217983651228,16.0,
0.9760307298335468,22.0,
0.976035242290749,5.0,
0.9760368663594471,1.0,
0.9760424178154824,4.0,
0.9760430364614464,37.0,
0.9760479041916168,5.0,
0.97605005520795,226.0,
0.9760503144654088,2.0,
0.9760509554140128,,11.0
0.9760520607375271,19.0,
0.9760548742465184,2.0,
0.9760583941605838,4.0,
0.9760613810741692,3.0,
0.9760664819944598,1.0,
0.9760682519513524,2.0,
0.976068376068376,8.0,
0.9760781367392936,3.0,
0.9760796740606609,15.0,
0.9760812772133528,,2.0
0.976081443114842,6.0,
0.9760873634945396,1.0,
0.9760879523591388,24.0,
0.976089781453042,6.0,
0.9760908547519428,177.0,
0.9760913673834452,4.0,
0.9760919540229888,31.0,
0.9760956175298804,2.0,
0.9760957834461216,123.0,
0.9760958904109588,1.0,
0.9760980679413496,,1.0
0.9760995850622408,2.0,
0.9760999456816948,18.0,
0.9761016206745512,1.0,
0.976103190767142,55.0,
0.9761035008420218,11.0,
0.9761061400802222,23.0,
0.9761069836552748,5.0,
0.9761085972850678,1.0,
0.976110958664904,3.0,
0.976114254917812,33.0,
0.9761174551386622,7.0,
0.9761194029850746,19.0,2.0
0.9761196418746564,3.0,
0.9761211529066928,3.0,
0.9761217491427,10.0,
0.976124031007752,1.0,
0.9761240918908304,9.0,
0.9761325966850828,6.0,
0.976133382734346,,2.0
0.9761378490790256,2.0,
0.9761395069152136,10.0,
0.9761403508771932,1.0,
0.9761411351480802,1.0,
0.9761439588688944,213.0,
0.9761457962376374,2.0,
0.9761467178084936,4.0,
0.976147996822154,281.0,
0.9761533704390848,7.0,
0.9761542078044194,1.0,
0.9761549611279484,5.0,
0.9761577794010226,56.0,
0.9761592806679512,6.0,
0.9761605513886074,11.0,
0.9761702127659576,43.0,2.0
0.9761708860759496,1.0,
0.9761726356050068,20.0,
0.97617438158217,1.0,
0.9761814191660572,1.0,
0.9761832061068704,1.0,
0.9761846443711728,6.0,
0.9761864913329351,,10.0
0.9761904761904764,10.0,
0.9761920000000002,9.0,
0.976197998946814,,2.0
0.9761982001999778,16.0,
0.976198347107438,4.0,
0.9761989043404972,6.0,
0.9762004850444626,10.0,
0.9762013729977116,11.0,
0.9762017117742309,17.0,
0.976206373292868,3.0,
0.9762070588235294,5.0,
0.9762073669849932,2.0,
0.9762080603533848,2.0,
0.9762094240837697,7.0,
0.976212343266569,18.0,
0.9762139747045406,,2.0
0.9762141491395792,9.0,
0.9762162162162162,2.0,
0.9762166773299208,4.0,
0.9762169878658101,22.0,
0.976218546459866,79.0,
0.9762185792349728,6.0,
0.9762196409714888,18.0,
0.9762241793434748,1.0,
0.9762253728595104,3.0,
0.9762280169799876,20.0,
0.9762285714285714,5.0,
0.9762305986696233,,3.0
0.9762306649843452,83.0,
0.9762318840579708,5.0,
0.9762328110009596,1.0,
0.9762376237623762,18.0,
0.976240424278138,3.0,
0.9762408988764046,24.0,
0.976241958145382,3.0,
0.976244541484716,16.0,
0.9762447295236388,39.0,
0.976245733788396,2.0,
0.9762463794842868,7.0,
0.9762471740768652,8.0,
0.97625,1.0,
0.9762509563886764,6.0,
0.9762560343286252,29.0,
0.9762560620756546,64.0,
0.9762580645161291,18.0,
0.9762629107981221,39.0,
0.9762679425837322,2.0,
0.9762706270627062,11.0,
0.9762737642585552,8.0,
0.9762745098039216,,2.0
0.97627486437613,3.0,
0.9762754611724443,110.0,
0.976279069767442,1.0,
0.9762829628296285,,6.0
0.9762889165628892,3.0,
0.976289156626506,1.0,
0.9762897914379802,10.0,
0.97629179331307,2.0,
0.9762962962962964,4.0,
0.9762973552537526,20.0,
0.9762974592116525,20.0,
0.9762988115449917,10.0,
0.9763017479300828,5.0,
0.9763019871463396,2.0,
0.9763025210084032,4.0,
0.9763041556145003,,1.0
0.9763044982698964,38.0,
0.9763047931175748,6.0,
0.976305309216838,92.0,
0.9763090128755364,7.0,
0.9763101354507241,7.0,
0.9763106796116504,1.0,
0.9763136337039204,,4.0
0.9763158982840604,1.0,
0.976321258073575,7.0,
0.9763306744017404,1.0,
0.9763307493540052,19.0,
0.9763310060447028,63.0,
0.9763313609467456,3.0,
0.9763319302465424,8.0,
0.9763370593293208,48.0,
0.9763391895057391,98.0,
0.9763445867287543,41.0,
0.976345514950166,1.0,
0.9763515312916112,2.0,
0.9763535054597408,161.0,
0.9763597430406852,1.0,
0.9763636363636364,4.0,
0.9763672654690618,1.0,
0.9763680387409202,65.0,
0.9763730569948188,,36.0
0.976381607219596,6.0,
0.9763823351482156,2.0,
0.9763856377702838,,1.0
0.9763867684478372,3.0,
0.976387852956846,56.0,
0.9763934426229508,36.0,1.0
0.9763950617283951,11.0,
0.9764028776978416,5.0,
0.9764031437817846,7.0,
0.9764053514135238,,44.0
0.9764055299539168,5.0,
0.9764060999320668,45.0,
0.9764069062062529,,13.0
0.9764070612668744,1.0,
0.9764125068568296,40.0,
0.9764142713343028,6.0,
0.9764202458885518,15.0,
0.9764210526315792,8.0,
0.9764214615197864,1.0,
0.9764230540701128,2.0,
0.9764274442022997,,9.0
0.9764285714285714,13.0,
0.976429268292683,,2.0
0.9764319654427648,5.0,
0.9764341085271316,6.0,
0.9764365548980932,,13.0
0.9764395604395604,,1.0
0.976439737771054,34.0,
0.9764404228181672,27.0,
0.9764417177914112,29.0,
0.9764437532400208,115.0,
0.9764467005076144,4.0,
0.9764470808616924,17.0,
0.9764474975466144,17.0,
0.9764526206178412,2.0,
0.9764534101825167,3.0,
0.976454483230664,,1.0
0.9764546225614928,5.0,
0.9764548494983278,2.0,
0.9764615384615384,13.0,
0.9764705882352941,42.0,2.0
0.976475702530663,35.0,
0.976476079346558,22.0,
0.9764774381368267,1.0,
0.9764789567279192,2.0,
0.9764845404489624,2.0,
0.9764869565217392,5.0,
0.9764885496183208,61.0,
0.9764897959183674,16.0,
0.9764925373134328,19.0,
0.9764937808026286,2.0,
0.9764967562557924,29.0,
0.9764971751412429,9.0,
0.9765,166.0,
0.9765006385696042,2.0,
0.9765019011406844,161.0,
0.9765034965034968,4.0,
0.9765084371550229,16.0,
0.9765119196988707,,5.0
0.97651376146789,14.0,
0.976518771331058,11.0,
0.9765212929707544,6.0,
0.9765217391304348,3.0,
0.9765253842571028,27.0,
